queryNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5
32_4,4," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/><span>What is the largest ever to have lived on Earth?</span>"," Story highlights. (CNN)Swim aside, bowhead whales: Greenland sharks have stolen the crown as longest-living vertebrate on Earth. University of Copenhagen researchers estimated that these sharks live at least 400 years, nearly two centuries longer than the whales.",MARCO_7605687,0," The Megalodon is an extinct species of shark. The largest species of shark to have ever lived is thought to be the Megalodon. This species is now extinct. It is believed to ha  ve existed during the prehistoric era, and has not lived for millions of years. It is thought that this giant shark could measure up to 59 feet long (18 metres).",MARCO_7755214,4," Shark size varies according to the species. The largest shark is the whale shark which is up to 41 feet long. The great white shark is up to 20 feet long. Bull sharks can reach up to 11 feet. Tiger sharks can measure between 10 to 14 feet. Links to other pages in this site.",MARCO_7907911,0," Depending on the species, sharks can have different sizes. The  largest is the whale shark that can reach up to 41 feet in length.  The great white shark can be about 20 fee  t long. Smaller sharks are  the bull and tiger sharks that can have an average length of 11  feet.1  6 Amazing Fish Facts Fish are amazing creatures.he  largest is the whale shark that can reach up to 41 feet in length.  The great white shark can be about 20 fee  t long. Smaller sharks are  the bull and tiger sharks that can have an average length of 11  feet. 1  6 Amazing Fish Facts Fish are amazing creatures.",MARCO_8278467,0," Apatosaurus lived in the Jurassic Period, around 150 million years ago. The Apatosaurus is one of the largest animals to have ever walked on Earth, averaging around 23m (75ft) in length and a weight of over 23 metric tons.patosaurus lived in the Jurassic Period, around 150 million years ago. The Apatosaurus is one of the largest animals to have ever walked on Earth, averaging around 23m (75ft) in length and a weight of over 23 metric tons.",MARCO_843796,0
32_4,4," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/><span>What is the largest ever to have lived on Earth?</span>"," More than 99 percent of all species, amounting to over five billion species, that ever lived on Earth are estimated to be extinct. Estimates on the number of Earth's current species range from 10 million to 14 million, of which about 1.2 million have been documented and over 86 percent have not yet been described.ore than 99 percent of all species, amounting to over five billion species, that ever lived on Earth are estimated to be extinct. Estimates on the number of Earth's current species range from 10 million to 14 million, of which about 1.2 million have been documented and over 86 percent have not yet been described.",MARCO_8772753,0," It Was THIS BIG: Largest Creatures To Ever Exist On Earth. This is an informative video about the largest creatures to ever live on earth, by type (ie. largest arthropod, largest land mammal -- both seen above, largest flying creature, etc.). Did you know the largest arthropod was an 2.5 meter (8.5-foot) millipede-looking beast that was as wide as you are and weighed over 1,000-pounds? Imagine that f***er crawling out from under your bed! I would die.",MARCO_1073692,0," When Did Megalodon Disappear From The Oceans? Around 28 million years ago, the largest shark to have ever lived on Earth roamed the seas, tearing apart large marine mammals such as whales and dolphins. Measuring up to 18 meters in length, armed with teeth up to 7 inches long, the iconic Carcharocles megalodon (Megalodon) was a formidable predator.",MARCO_5791604,4," It Was THIS BIG: Largest Creatures To Ever Exist On Earth. This is an informative video about the largest creatures to ever live on earth, by type (ie. largest arthropod, largest land mammal -- both seen above, largest flying creature, etc.). Did you know the largest arthropod was an 2.5... This is an informative video about the largest creatures to ever live on earth, by type (ie. largest arthropod, largest land mammal -- both seen above, largest flying creature, etc.).",MARCO_1411531,0," The Megalodon is an extinct species of shark. The largest species of shark to have ever lived is thought to be the Megalodon. This species is now extinct. It is believed to ha  ve existed during the prehistoric era, and has not lived for millions of years. It is thought that this giant shark could measure up to 59 feet long (18 metres).",MARCO_7755214,4
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," ITS enormous bulk could mean it is mistaken for a prehistoric megalodon, but this is possibly the world's biggest ever great white shark caught on camera. The more than 20 feet (nearly 7m) long sea beast was filmed by cage divers in Mexico. The sheer scale of the monster fish is jaw dropping when seen next to the divers.",MARCO_1035932,1," Here is a history of the largest fish caught and officially recorded. The fish listed here are the biggest caught in Lake Powell. Those denoted with an asterisk* are also the Utah State Record for biggest fish of the species ever caught in Utah. SPECIES.",MARCO_146310,0," For a $50k job over 2,080 hours (youre getting 2 weeks paid vacation included in your total compensation), the hourly rate is $24.04 per hour. For a job with no paid time off  meaning if you work 2,000 hours and dont get the 80 hours free  the hourly rate jumps to $25 per hour.he biggest point that most people get caught up on is the salary. Salary, obviously, is very important. What you are paid by your employer impacts how much take home pay you have, what tax bracket you fall in, and what your standard of living can be without going into debt.",MARCO_1629410,0," World's biggest snake found alive, world's biggest snake youtube, world's biggest snake ever caught, world's longest snake on record, world's biggest snake prank, world's biggest snake red sea, world's biggest snake species, world's biggest snake in history, world's biggest snake caught, world's biggest snake in iran.he world biggest Snake has been found in SAAD Karaj Iran. The Biggest Snake in The World (ANACONDA)World's Deadliest-Anaconda Devours World's Largest Rodent the world's biggest snake found alive!!! NEW 2013 700-Pound Snake -- Giant Snake Found In North Carolina, Facts Longest snake ..",MARCO_1798976,0," Worlds Biggest Bull Shark Caught way Inland. Share. Bull sharks, aka Zambezi sharks, are some of the most aggressive of our grey-suited friends and are common in tropical waters all over the world. However, according to South African surf site Wavescape.co.za, the largest ever recorded was recently caught in the temperate Western Cape area of SA.",MARCO_197298,2
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," Fishermen catch 4m bull shark in Sydney Harbour (. 150kg shark caught in Sydney Harbour. Fishermen fight 90minutes to catch britain's biggest shark. The four metre bull shark was the third shark to take the bait from his line, but it was the only one he managed to keep on the end of the hook.",MARCO_2122151,0," We bring you the list of some of the biggest sharks ever caught by man. Check out the full list of 8 specimens below. You also might like to check out some amazing shark jumps pictures. 08. Kevin James Clapson caught this huge 1,785 lb tiger shark off the coast of Ulladulla, Australia on March 28, 2004.",MARCO_2174109,1," The Chinook salmon, Oncorhynchus tshawytscha, is Alaska's state fish. It is also the largest of the Pacific salmon. The largest Chinook salmon ever documented, a 126 lb fish, was caught in a fish trap near Petersburg, Alaska in 1949.A 97 lb Chinook was caught on sport tackle near Admiralty Island in south east Alaska.Other common names for this fish are king or red salmon.he largest Chinook salmon ever documented, a 126 lb fish, was caught in a fish trap near Petersburg, Alaska in 1949. A 97 lb Chinook was caught on sport tackle near Admiralty Island in south east Alaska.",MARCO_2557735,0," A fisherman has reeled in a monster 19 stone catfish, which could be the biggest in the world caught with a rod and reel. Dino Ferrari hooked the whopper wels catfish, which was 2.67m in length, last week in the Po Delta in Italy. While the fish might set a new record for the biggest caught on a line, it is far from the heaviest ever landed. The biggest was 22st and 2.78m long, and was also from the Po Delta. Wels catfish can grow as long as 4m and up to 62st. However, it is rare to catch one that is over two meters long. Hooked: Dino caught the fish in the Po Delta in Italy where the biggest catfish ever caught was 22 stone (Photo: Facebook)",MARCO_2721885,0," The tiger shark commonly attains a length of 3.254.25 m (10 ft 8 in13 ft 11 in) and weighs around 385635 kg (8491,400 lb). Sometimes, an exceptionally large male tiger shark can grow up to 4.5 m (14 ft 9 in).Females are larger, and exceptionally big ones can reportedly measure over 5 m (16 ft).ommonly known as the Sea Tiger, the tiger shark is a relatively large macropredator, capable of attaining a length over 5 m (16 ft). It is found in many tropical and temperate waters, and it is especially common around central Pacific islands.",MARCO_2861209,0
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," Three of the Biggest Great Whites Ever Caught (and Reliably Measured) According to shark expert J. E. Randall, the largest white shark reliably measured was 6.0 m (19.7 ft), found near Ledge Point, Western Australia in 1987.",MARCO_3422367,2," Largest Great White Shark. Read more Read less. Great white sharks may not be the world's biggest sharks, since that title goes to the whale shark, but they are the planet's largest known predatory fish. Whale sharks and great whites couldn't be more different in temperament.",MARCO_3594087,0," How big can sharks grow? Sharks come in a range of sizes. The largest shark known is the whale shark, which reaches lengths of 12 metres (almost 40 feet) or more. The smallest shark, the dwarf shark, is only 25 cm (10 inches) long. The basking shark is the largest shark in Atlantic Canada, routinely reaching lengths of 8-9 metres. The largest confirmed great white shark caught in Canada was more than 5 metres long.",MARCO_402099,1," The World's Biggest Living Species of Fish. The whale shark is the world's biggest fish, and it even sets the record as the largest living nonmammalian vertebrate on land or in the air or water. How big is it? The confirmed largest whale shark was 41.5 feet long and weight about 47,000 pounds.",MARCO_4388898,0," The second biggest fish ever caught on a rod and reel. Before Mundus & Braddicks huge Great White catch, the previous record for the biggest fish ever caught on a rod and reel happened on April 21, 1959. Thats when Alfred Dean caught a 2,664-pound great white shark off the coast of south Australia. Amazingly, it only took Dean 50 minutes to reel in this monster.",MARCO_4777136,1
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," WORLDS LARGEST HALIBUT. A fisherman has caught the largest Halibut in the history of the world! A fisherman has caught the largest Halibut in the history of the world! An angler has smashed the world record for the biggest halibut fish ever caught on rod and line. The enormous flat fish tipped the scales at a whopping 37 stones  heavier than a wild gorilla. It was caught by Marco Liebenow who jokingly thought he had hooked into a submarine when the monster halibut took his bait.",MARCO_4838529,0," This Could Be The Biggest Shark Ever Caught On Camera. Her name is Deep Blue. She's estimated to be 20 feet long, 5,000 pounds, 50 years old and, in the video above, she's likely pregnant. While your first thought upon viewing this clip might be Ahhh! or Get back in the cage, anonymous diver, Padilla says he had a different reaction.",MARCO_4963334,3," More ways to share... A hulking blue marlin was caught off the coast of Kailua-Kona, Hawaii on Tuesday, weighing in at 1,368 pounds, the biggest caught there in 23 years. The fish, referred to by ESPN as the Shaquille O'Neal of blue marlins, was eight pounds shy of the world record 1,376-pound blue marlin that was caught off Kona in 1982. It is the eighth-largest blue marlin ever caught in Hawaii.",MARCO_5268459,0," The Biggest of All! The biggest king salmon ever caught was this 126-pound monster that was caught in a fish trap near Petersburg, Alaska in 1949. My friend and fellow Alaska guide, Chris Sessions, sent me this pic and said that a friend of his has one of the three replica mounts of the behemoth on his wall. All I can say is OMG!!!",MARCO_550806,0," A massive python measuring more than 26ft in length has been found in Malaysia - and could set a new record for the biggest snake ever caught. Photos of the fearsome creature released by the Malaysian Civil Service show more than a dozen workers posing for photographs with the enormous beast.",MARCO_5691629,0
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," BIGGEST WAVES ever surfed! (Including arguably the world's LARGEST WAVE ever caught on camera film!) We believe this big wave surfing video may well be the m... BIGGEST WAVES ever surfed! (Including arguably the world's LARGEST WAVE ever caught on camera film!) We believe this big wave surfing video may well be the most extensive and complete pictorial collection of mega waves ever compiled!",MARCO_6083309,0," the body of a great white shark is shaped like a torpedo which helps the shark in achieving such great speeds the body of a great white shark can be around 4 6 6 4 meters long which is about 15 1 21 feet long as for weight great white shark can weigh around 2260 3 300kg which is about 4982 7275 poundshe body of a tiger shark can be around 3 5 meters long which is about 9 8 16 4 feet long some can get even bigger than that for instance one tiger shark was found to be 55 meters long which is about 18 feet long as for weight a tiger shark will usually weigh around 385 635kg which is about 849 1400 pounds",MARCO_6248019,0," What is the biggest crappie you have ever caught? What is the biggest crappie you have ever caught, here in Kentucky? What about your biggest bass? I live 10 miles from the 160,000 acre Kentucky Lake, and the 57,000 acre Barkley Lake is within 25 miles of my house. I live 10 miles from 220,000 acres of Water.",MARCO_6500285,0," Three of the Biggest Great Whites Ever Caught (and Reliably Measured) According to shark expert J. E. Randall, the largest white shark reliably measured was 6.0 m (19.7 ft), found near Ledge Point, Western Australia in 1987. In 1988, David McKendrick of Alberton, Prince Edward Island, caught a female of similar length: 6.1 m (20 ft) long.",MARCO_7108490,2," 9 Biggest Sharks Ever Caught. UPDATE: As sea creatures go, sharks are probably the most famous. One of them starred in Jaws, they have a week named after them, and theyre just generally the badasses of the ocean. So catching an especially big one is pretty much the highest honor for a fisherman. And it would be a shame to let those big sharks caught since 2011, and the people who caught them, go unrecognized. So enjoy two bonus entries in this list of the nine biggest sharks ever caught. Sadly, Shark Week 2011 is drawing to a close. Now, the good news is that we wont have to see any more of those dumb commercials with Andy Samberg.",MARCO_7196768,1
32_5,5," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/><span>What's the biggest ever caught?</span>"," The biggest man-eating shark in the world was caught fairly recently off Mexico's Guadalupe Island and is said to be the biggest great white shark ever caught. This giant shark was measured at 17.9 feet long and broke the previous record of 16.8 set several years ago.",MARCO_7869798,2," https:fishwithjd.com2015031210-of-the-worlds-biggest-king-salmon. The largest Atlantic salmon ever caught on a fly was taken from New Brunswick's Restigouche River, June 23, 1990. It weighed in at 72 pounds, and measured 68.5 in length and 29 girth. http:www.angleradventures.comredpineGiant%20Salmon.htm.",MARCO_8374604,0," And it would be a shame to let those big sharks caught since 2011, and the people who caught them, go unrecognized. So enjoy two bonus entries in this list of the nine biggest sharks ever caught. Sadly, Shark Week 2011 is drawing to a close.",MARCO_8579663,1," Here is a history of the largest fish caught and officially recorded. The fish listed here are the biggest caught in Lake Powell. Those denoted with an asterisk* are also the Utah State Record for biggest fish of the species ever caught in Utah. SPECIES.",MARCO_146310,0," ITS enormous bulk could mean it is mistaken for a prehistoric megalodon, but this is possibly the world's biggest ever great white shark caught on camera. The more than 20 feet (nearly 7m) long sea beast was filmed by cage divers in Mexico. The sheer scale of the monster fish is jaw dropping when seen next to the divers.",MARCO_1035932,1
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," Great white sharks may not be the world's biggest sharks, since that title goes to the whale shark, but they are the planet's largest known predatory fish. Whale sharks and great whites couldn't be more different in temperament.",MARCO_1035927,0," A diver has filmed what experts believe is the biggest great white shark ever caught on camera - and she's HUGE. The seven metre-long female, known as Deep Blue, stunned the world last year a video was unveiled showing her dwarfing cage divers. It was filmed off the coast of Guadalupe Island, Mexico.",MARCO_1534682,4," So it may have been a bull shark in Matawan Creek that took the lives of Lester Stilwell and Stanley Fisher. Shark expert Scott Davis, who tracks the movements of great whites, said he doesn't know what the salinity level of the creek was in 1916, but the presence of a great white in such an area would be unusual. In my tracking studies, I've never noticed great whites going upstream, he said.",MARCO_1884811,0," Scientific name: Carcharodon carcharias. Largest recorded: 26.2ft, 5000lbs. Danger to humans: very high, like the tiger shark, great whites are an apex predator that will eat 'almost anything,' and have the highest recorded number of fatal attacks on humans, despite that they are not the great whites' preferred diet.",MARCO_2269535,4," The poverty rates for White Americans are the second-lowest of any racial group, with 10.8% of white individuals living below the poverty line, 3% lower than the national average. However, due to Whites' majority status, 48% of Americans living in poverty are white. White Americans' educational attainment is the second-highest in the country, after Asian Americans'. Overall, nearly one-third of White Americans had a Bachelor's degree, with the educational attainment for Whites being higher for those born outside the United States: 37.6% of foreign born, and 29.7% of native born Whites had a college degree.",MARCO_2804824,0
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," The great white shark (Carcharodon carcharias), also known as the great white, white pointer, white shark, or white death, is a species of large lamniform shark which can be found in the coastal surface waters of all the major oceans.he great white shark has no natural predators other than the killer whale. The great white shark is arguably the world's largest known extant macropredatory fish, and is one of the primary predators of marine mammals.",MARCO_3103878,0," Adults great whites are on an average between 4 to 5 meters (13 to 17 feet) in length. Females are generally larger than males. They can weigh an average of around 700 to 1100  kilograms (1500 to 2400 pounds). Giant great whites of weights upto 2200 kilograms (5000 pounds) have been caught by fishermen.",MARCO_3185347,0," Three of the Biggest Great Whites Ever Caught (and Reliably Measured) According to shark expert J. E. Randall, the largest white shark reliably measured was 6.0 m (19.7 ft), found near Ledge Point, Western Australia in 1987.",MARCO_3422367,4," Largest Great White Shark. Read more Read less. Great white sharks may not be the world's biggest sharks, since that title goes to the whale shark, but they are the planet's largest known predatory fish. Whale sharks and great whites couldn't be more different in temperament.",MARCO_3594087,0," There is an all white version of the great blue heron that is found in the Florida Keys. It is sometimes known as the great white heron, but it is simply a white version of the great blue heron. The great blue heron breeds from southern Canada south to the West Indies and Mexico.",MARCO_3824206,0
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," 1 Over a work life, earnings for a worker with a bachelor's degree compared with one who had just a high school diploma increase by about $1 million for non-Hispanic Whites and about $700,000 for African Americans; Asians and Pacific Islanders; and Hispanics. Over a work life, earnings for a worker with a bachelor's degree compared with one who had just a high school diploma increase by about $1 million for non-Hispanic Whites and about $700,000 for African Americans; Asians and Pacific Islanders; and Hispanics.",MARCO_3930468,0," Great White Shark seeds produce plants of short to medium height that are quite bushy with broad palmate leaves, mid-green in colour, turning darker as the plant matures. The dense buds are roundish and covered in orange hairs. THC levels have been measured as high as 17.9 percent in the lab.",MARCO_402103,0," There are four different types of shark teeth. While sharks teeth do share the common traits described above, they have very different shapes and uses. There are four basic groups of shark diets and because of this there are four basic types of shark teeth.-Sharks that typically eat fish have long, narrow, needle-like teeth ideal for gripping something as slippery and streamlined as a fish.-Sharks that are benthic feeders, eating bivalves and crustaceans, have thick, plate-like teeth perfect for crushing the shells of their prey. sharks teeth are arranged in rows, the number of which varies from species to species. The row nearest the front of the mouth is the working row of teeth (though some sharks use up to the first 8 rows of teeth), and they are the largest teeth in a sharks mouth.",MARCO_4577241,0," For the novel, see White Shark (novel). The great white shark (Carcharodon carcharias), also known as the great white, white pointer, white shark, or white death, is a species of large mackerel shark which can be found in the coastal surface waters of all the major oceans.",MARCO_4785916,0," Megalodon's Closest Living Relative is the Great White Shark. A Great White Shark having its lunch (Wikimedia Commons). Technically, Megalodon is known as Carcharodon megalodon --meaning it's a species (Megalodon) of a larger shark genus (Carcharodon).Also technically, the modern Great White Shark is known as Carcharodon carcharias, meaning it belongs to the same genus as Megalodon.egalodon's Closest Living Relative is the Great White Shark. A Great White Shark having its lunch (Wikimedia Commons). Technically, Megalodon is known as Carcharodon megalodon --meaning it's a species (Megalodon) of a larger shark genus (Carcharodon).",MARCO_4893659,0
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," Great White Sharks are now listed as 'vulnerable' on the IUCN Red List rather than 'endangered'. Burgess credits the growth in sharks to 40 years of U.S. federal protections for marine mammals that sharks feed on, especially sea lions and seals.",MARCO_5231468,0," Egg whites are often beaten to produce stiff peaks, such as for meringues. The tips below will help you whip whites properly. Tip: Eggs separate more easily when cold, but egg whites reach their fullest volume if allowed to stand at room temperature for 30 minutes before beating.Plan ahead.he tips below will help you whip whites properly. Tip: Eggs separate more easily when cold, but egg whites reach their fullest volume if allowed to stand at room temperature for 30 minutes before beating. Plan ahead.",MARCO_5571130,0," Eva: White people wanting respect like they deserve it for free. Erin Gruwell: I'm a teacher, it doesn't matter what color I am. Eva: It's all about color, it's about people deciding what you deserve, about people wanting what they don't deserve. About whites thinking they own this world no matter what, you see, I hate white people.",MARCO_569443,0," In 2004, though, the Monterey Bay Aquarium proved that there was a way to keep great whites alive for about 6 months in captivity using a 1 million gallon (3,785,411 litre) tank that was 35 feet (10 metres) deep and designed specifically for open water creatures.",MARCO_6091247,0," the body of a great white shark is shaped like a torpedo which helps the shark in achieving such great speeds the body of a great white shark can be around 4 6 6 4 meters long which is about 15 1 21 feet long as for weight great white shark can weigh around 2260 3 300kg which is about 4982 7275 poundshe body of a tiger shark can be around 3 5 meters long which is about 9 8 16 4 feet long some can get even bigger than that for instance one tiger shark was found to be 55 meters long which is about 18 feet long as for weight a tiger shark will usually weigh around 385 635kg which is about 849 1400 pounds",MARCO_6248019,0
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," That makes them a favorite of great whites. A high fat diet is mandatory for the great white to maintain its body temperature and keep its brain warm in cold water. Still, sharks do attack people along U.S. coasts and around the world, even if the nature and number of encounters belie expectations.",MARCO_6474685,0," Shark Information, Anatomy, Habitat, Feeding, Reproduction and Types of Sharks. Facts about Great White Sharks, Tiger Sharks, Bull Sharks, Whale Sharks, Bull Shark, Hammerhead Shark, Mako Shark and more. Sharks are a large group of fish that have inhabited the oceans for over 400 million years, even before dinosaurs populated our planet. They belong to the superorder Selachimorpha, and modern sharks have specific characteristics like a cartilaginous skeleton, five or six pairs of gills and several rows of teeth.",MARCO_688349,0," The gestation period for a great white shark is about 18 months. This limits how much a great white shark is able to reproduce which can cause problems with human fishing taking so many great white sharks out of our oceans every year. Fortunately, the great white shark is able to give life birth to between four and six pups.",MARCO_7297509,0," Twenty-seven miles outside of San Francisco Bay lay the Farallon Islands, a favorite haunt of great white sharks, who are drawn to the area by the abundance of food in the form of elephant seals and California sea lions. Some say that San Francisco Bay is too polluted or too brackish for great whites.",MARCO_7552612,0," The great white shark is one of the most feared in the world. It is no secret that this is a very aggressive species of shark. They are known for attacking humans as well so it is understandable why those who enjoy the open water find them to be a threat.",MARCO_7668321,0
32_6,6," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/><span>What about for great whites?</span>"," Great White Shark Teeth Facts. The great white shark, also known as Carcharodon carcharias, has a gray and white belly and is the largest predatory fish on earth. It lives an estimated 30 to 40 years and, in maturity, it can reach up to 20 feet in length and weigh up to 5,000 pounds.",MARCO_8019972,0," FRED BAVENDAM  MINDEN PICTURES  Getty Images. Great white sharks may not be the world's biggest sharks, since that title goes to the whale shark, but they are the planet's largest known predatory fish. Whale sharks and great whites couldn't be more different in temperament.",MARCO_8575083,0," Great white sharks may not be the world's biggest sharks, since that title goes to the whale shark, but they are the planet's largest known predatory fish. Whale sharks and great whites couldn't be more different in temperament.",MARCO_1035927,0," A diver has filmed what experts believe is the biggest great white shark ever caught on camera - and she's HUGE. The seven metre-long female, known as Deep Blue, stunned the world last year a video was unveiled showing her dwarfing cage divers. It was filmed off the coast of Guadalupe Island, Mexico.",MARCO_1534682,4," So it may have been a bull shark in Matawan Creek that took the lives of Lester Stilwell and Stanley Fisher. Shark expert Scott Davis, who tracks the movements of great whites, said he doesn't know what the salinity level of the creek was in 1916, but the presence of a great white in such an area would be unusual. In my tracking studies, I've never noticed great whites going upstream, he said.",MARCO_1884811,0
32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The fins are added for their texture. Not all sharks are edible. Most commonly consumed shark varieties are dogfishes, catsharks, sand sharks, makos, and smoothhounds. Mako fish is a delicacy for their meat is salmon-coloured having a very fine quality. Mako liver is used to prepare oil that is rich in vitamins. The skin of the shark is made into leather and the fins are added to shark fin soup. However, the meat can be eaten with its nutrient value only when cooked properly.",MARCO_106270,2," Among the most dangerous to humans are: Great white; Tiger shark; Bull shark; Oceanic White tip; Gray sharks (territorial?) Mako; Only a few species consider people as prey. They usually attack mistaking humans for marine animals on which they feed (mammals or sea turtles). Most of the other sharks attack are provoked (feeding, spearfishing, bleeding, etc.) Sharks dont have many predators.",MARCO_1528871,1," For other uses, see Mako shark (disambiguation). Isurus is a genus of mackerel sharks in the family Lamnidae, commonly known as the mako sharks. The two living species are the common shortfin mako shark (I. oxyrinchus) and the rare longfin mako shark (I. paucus).",MARCO_1650871,3," The biggest ever tiger shark is believed to have measured 7.3 metres and weighed 6,860lbs. The shark was caught off the China-Indonesia coast. Worldwide, 1.5bn BCE. The biggest shark ever to have lived is the Carcharodon megalodon.",MARCO_2174105,0," They have numerous sets of replaceable teeth. Well-known species such as the great white shark, tiger shark, blue shark, mako shark, thresher shark, and the hammerhead shark are apex predatorsorganisms at the top of their underwater food chain. Many shark populations are threatened by human activities.",MARCO_2315978,1
32_7,7," What are the different types of sharks?<br/>Are sharks endangered?  If so, which species?<br/>Tell me more about tiger sharks.<br/>What is the largest ever to have lived on Earth?<br/>What's the biggest ever caught?<br/>What about for great whites?<br/><span>Tell me about makos.</span>"," The mako shark has a very pretty dark blue color on top. It is white underneath which allows it to blend in and stay hidden when it is hunting for food. It has a unique nose that has a point to it like a cone. They are very big sharks in reference to their weight which can be up to 1,000 pounds.",MARCO_2820324,4," Mako: Island of Secrets. Mako: Island of Secrets is an Australian television programme for children and teenagers. Internationally released as Mako Mermaids, the show is a spin-off of H2O: Just Add Water and is produced by Jonathan M. Shiff in association with Network Ten and Nickelodeon.",MARCO_2964572,0," Mako Island. Mako Island is a fictional island in the H2O: Just Add Water, Mako: Island of Secrets and H2O: Mermaid Adventures series. It is located approximately 50 km off the Gold Coast, Queensland, Australia. In an episode Bad Moon Rising, a coastal map is shown, where Repulse Islands have been replaced with Mako Island.",MARCO_3526750,0," There are four different types of shark teeth. While sharks teeth do share the common traits described above, they have very different shapes and uses. There are four basic groups of shark diets and because of this there are four basic types of shark teeth.-Sharks that typically eat fish have long, narrow, needle-like teeth ideal for gripping something as slippery and streamlined as a fish.-Sharks that are benthic feeders, eating bivalves and crustaceans, have thick, plate-like teeth perfect for crushing the shells of their prey. sharks teeth are arranged in rows, the number of which varies from species to species. The row nearest the front of the mouth is the working row of teeth (though some sharks use up to the first 8 rows of teeth), and they are the largest teeth in a sharks mouth.",MARCO_4577241,0," From Wikiquote. His whole life was a million-to-one shot. Rocky is a 1976 film that tells a rags-to-riches American Dream story about Rocky Balboa, a slightly dull-witted but good-hearted collection agent for a loan shark in Philadelphia with a penchant for boxing who gets a shot at the world heavyweight title.rom Wikiquote. His whole life was a million-to-one shot. Rocky is a 1976 film that tells a rags-to-riches American Dream story about Rocky Balboa, a slightly dull-witted but good-hearted collection agent for a loan shark in Philadelphia with a penchant for boxing who gets a shot at the world heavyweight title.",MARCO_4625694,0
