hitId,queryNum,topicNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId
105,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Signs and symptoms of throat cancer may include: 1  A cough. 2  Changes in your voice, such as hoarseness or not speaking clearly. 3  Difficulty swallowing.4  Ear pain. 5  A lump or sore that doesn't heal. 6  A sore throat. 7  Weight loss.igns and symptoms of throat cancer may include: 1  A cough. 2  Changes in your voice, such as hoarseness or not speaking clearly. 3  Difficulty swallowing. 4  Ear pain. 5  A lump or sore that doesn't heal. 6  A sore throat.",MARCO_7035854,0," Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss.5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose. 7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035858,0," Throat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035859,0," Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat.5  persistent cough (may cough up blood).6  swollen lymph nodes in the neck. 7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035860,0," It can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035861,0,
106,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Throat Cancer Symptoms and Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality.epending upon the extent of spread of the cancer, other symptoms can include swelling of nearby tissues, enlarged lymph nodes, trouble breathing, difficulty speaking, neck or throat pain, ear pain, painful swallowing, and headache.",MARCO_7035862,0," Throat Cancer Symptoms and Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality. Depending upon the extent of spread of the cancer, other symptoms can include:",MARCO_7069062,0," Progressing Toward Death. When treatment for lung cancer has failed to stop advancement of the disease, a few main symptoms are of most concern. Pain at the primary cancer site and in any place where it has spread is the first symptom that needs the attention of the treating health care providers and family members.rogressing Toward Death. When treatment for lung cancer has failed to stop advancement of the disease, a few main symptoms are of most concern. Pain at the primary cancer site and in any place where it has spread is the first symptom that needs the attention of the treating health care providers and family members.",MARCO_1278953,2," Throat cancer symptoms and signs include hoarseness, a lump in the neck, sore throat, cough, problems breathing, bad breath, earache, and weight loss. Learn about the causes of throat cancer, including smoking and excess alcohol consumption. Read about throat cancer treatment, types, survival rates, and prognosis.",MARCO_7069065,0," Symptoms of Ovarian Cancer. For years, women have known that ovarian cancer was not the silent killer it was said to be. Over the past decade, science has confirmed what women have long known: ovarian cancer has symptoms. Women treated by gynecologic oncologists live longer. Women with ovarian cancer report that symptoms are persistent and represent a change from normal for their bodies. The frequency andor number of such symptoms are key factors in the diagnosis of ovarian cancer. Several studies show that even early stage ovarian cancer can produce these symptoms. Bloating; Pelvic or abdominal pain",MARCO_7070161,0,
107,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," There two main types of lung cancer are small cell lung cancer and non-small cell lung cancer. These categories refer to what the cancer cells look like under a microscope. Non-small cell lung cancer is more common than small cell lung cancer. Staging. If lung cancer is diagnosed, other tests are done to find out how far it has spread through the lungs, lymph nodes, and the rest of the body. This process is called staging. The type and stage of lung cancer tells doctors what kind of treatment you need. For more information, visit Stages of Non-Small Cell Lung Cancer and Stages of Small Cell Lung Cancer. Types of Treatment. Lung cancer is treated in several ways, depending on the type of lung cancer and how far it has spread. People with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments. People with small cell lung cancer are usually treated with radiation therapy and chemotherapy. Surgery. An operation where doctors cut out cancer tissue. Chemotherapy. Using special medicines to shrink or kill the cancer. The drugs can be pills you take or medicines given in your veins, or sometimes both. Radiation therapy. Using high-energy rays (similar to X-rays) to kill the cancer. Targeted therapy.",MARCO_7106148,1," Small cell lung cancers often grow very close to the largest and most important blood vessels in the chest. It is not uncommon for a large vein called the superior vena cava to become blocked by a small cell tumor. This hinders blood flow from the head and brain back to the body. This problem is called superior vena cava syndrome and is a medical emergency. Symptoms include headache, a red face, a bloated look to the head, and bulging veins in the front of the chest and neck. Symptoms. A range of symptoms can suggest small cell lung cancer: A persistent cough",MARCO_7225072,4," Cancer gives most people no symptoms or signs that exclusively indicate the disease. Unfortunately, every complaint or symptom of cancer can be explained by a harmless condition as well. If certain symptoms occur or persist, however, a doctor should be seen for further evaluation. Some common symptoms that may occur with cancer are as follows: Persistent cough or blood-tinged saliva. These symptoms usually represent simple infections such as bronchitis or sinusitis. They could be symptoms of cancer of the lung, head, and neck.",MARCO_7242148,4," Hereditary Spastic Paraplegia: Symptom Checkers. Review the available symptom checkers for these symptoms of Hereditary Spastic Paraplegia: 1  Muscle weakness -- Symptom Checker. 2  Muscle paralysis -- Symptom Checker. 3  Muscle stiffness -- Symptom Checker.4  Speaking difficulty -- Symptom Checker. 5  Swallowing difficulty -- Symptom Checker.eview the available symptom checkers for these symptoms of Hereditary Spastic Paraplegia: 1  Muscle weakness -- Symptom Checker. 2  Muscle paralysis -- Symptom Checker. 3  Muscle stiffness -- Symptom Checker. 4  Speaking difficulty -- Symptom Checker.",MARCO_7413105,2," Lung cancer symptoms. Early symptoms and signs of lung cancer. There may be no symptoms at the onset of the disease. When present, common symptoms of lung cancer may include: 1  Coughing: This includes a persistent cough that doesn't go away or changes to a chronic smoker's cough, such as more coughing or pain. 2  Coughing up blood: Coughing up blood or rust-colored sputum (spit or phlegm) should always be discussed with your doctor.",MARCO_7471766,4,
108,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Advanced stages of lung cancer are often characterized by the spread of the cancer to distant sites in the body. This may affect the bones, liver or brain. As other parts of the body are affected, new lung cancer symptoms may develop, including: 1  Bone pain. 2  Swelling of the face, arms or neck. 3  Headaches, dizziness or limbs that become weak or numb. 4  Jaundice. 5  Lumps in the neck or collar bone region.",MARCO_7471772,4," Symptoms of lung cancer that may occur elsewhere in the body 1  : Loss of appetite or unexplained weight loss. 2  Muscle wasting (also known as cachexia). 3  Fatigue. 4  Headaches, bone or joint pain. 5  Bone fractures not related to accidental injury. 6  Neurological symptoms, such as unsteady gait or memory loss. 7  Neck or facial swelling.",MARCO_7471773,4," The age at which such screening tests begin depends upon your risk factors, especially a family history of colon and rectal cancers. However, most colorectal cancers are associated with signs or symptoms. One of the early signs of colorectal cancer is bleeding. However, tumors often bleed only small amounts, off and on, so that evidence of the blood is found only during chemical testing of the stool, which is called a fecal occult blood test. Other signs and symptoms include: Change in bowel habits: Constipation, diarrhea, narrowing of stools, incomplete evacuation, and bowel incontinence  although usually symptoms of other, less serious problems  can also be symptoms of colorectal cancer. Blood on or in the stool: By far the most noticeable",MARCO_7478654,0," The most common symptoms of lung cancer are: 1  A cough that does not go away or gets worse. 2  Chest pain that is often worse with deep breathing, coughing, or laughing. 3  Hoarseness. 4  Weight loss and loss of appetite. 5  Coughing up blood or rust-colored sputum (spit or phlegm).",MARCO_1801311,4," Signs and symptoms of lung cancer typically occur only when the disease is advanced. Signs and symptoms of lung cancer may include: A new cough that doesn't go away; Coughing up blood, even a small amount; Shortness of breath; Chest pain; Hoarseness; Losing weight without trying; Bone pain; Headache; When to see a doctor. Make an appointment with your doctor if you have any persistent signs or symptoms that worry you.",MARCO_7513923,4,
109,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Are you worried that your cough could be caused by lung cancer? Since lung cancer is most treatable in the early stages of the disease, finding a cancer as early as possible is extremely important. Unfortunately, there is no way to know conclusively if a cough is due to lung cancer based on symptoms alone.",MARCO_7536007,2," Several types of cancer, including leukemia and lung tumors, can cause symptoms that mimic a bad cough or bronchitis. One way to tell the difference: The problems persist, or go away and come back again in a repeating cycle. Some lung cancer patients report chest pain that extends up into the shoulder or down the arm.",MARCO_7562357,4," What Are the Most Common Mesothelioma Symptoms? Unfortunately, asbestosis and mesothelioma symptoms, mirror many other types of lung-related diseases. Symptoms can be different based on the type of cancer and can be vague and mild even as the disease progresses into a later stage. Early signs can be so slight that they are mistaken as normal aches and pains or symptoms of other illnesses, making asbestos-related cancer hard to detect. Common Symptoms.",MARCO_7646892,1," Contents. 1  Rattling noises AND Throat symptoms: Causes of All Symptoms. 2  Rattling noises OR Throat symptoms: 3325 causes. 3  Rattling noises: Causes. 4  Rattling noises: Introduction. 5  Throat symptoms: 3321 causes. 6  Throat symptoms: Introduction. 7  Rattling noises and Throat symptoms and Cellophane -type crackles (8 causes) Rattling noises and Throat symptoms and Cellophane-like crackles (8 causes) Rattling noises and Throat symptoms and Cough (8 causes) Rattling noises and Throat symptoms and Crackles (8 causes) Rattling noises and Throat symptoms and Head symptoms (8 causes) Rattling noises and Throat symptoms and Lung symptoms (8 causes) Rattling noises and Throat symptoms and Rales (8 causes) Rattling noises and Throat symptoms and Rattling or crackling noises (8 causes) Rattling noises and Throat symptoms and Respiratory symptoms (8 causes)",MARCO_7663308,1," Throat symptoms: 1  3321 causes: Throat symptoms. 2  Introduction: Throat symptoms. 3  Throat symptoms: Add a 3rd symptom. 4  Throat symptoms: Remove a symptom.",MARCO_7663313,0,
110,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," How does cancer cause signs and symptoms? Cancer is a group of diseases that can cause almost any sign or symptom. The signs and symptoms will depend on where the cancer is, how big it is, and how much it affects the organs or tissues. If a cancer has spread (metastasized), signs or symptoms may appear in different parts of the body. As a cancer grows, it can begin to push on nearby organs, blood vessels, and nerves. This pressure causes some of the signs and symptoms of cancer. If the cancer is in a critical area, such as certain parts of the brain, even the smallest tumor can cause symptoms. But sometimes cancer starts in places where it wont cause any signs or symptoms until it has grown quite large.",MARCO_8180905,1," The signs and symptoms will depend on where the cancer is, how big it is, and how much it affects the organs or tissues. If a cancer has spread (metastasized), signs or symptoms may appear in different parts of the body. As a cancer grows, it can begin to push on nearby organs, blood vessels, and nerves.This pressure causes some of the signs and symptoms of cancer. If the cancer is in a critical area, such as certain parts of the brain, even the smallest tumor can cause symptoms.ost likely, symptoms are not caused by cancer, but its important to have them checked out, just in case. If cancer is not the cause, a doctor can help figure out what the cause is and treat it, if needed.",MARCO_8328738,1," Tools & Resources. Dogs Sniff Out Lung Cancer in Humans. Aug. 17, 2011 -- German researchers say that highly trained dogs are able to reliably sniff out lung cancer in human breath. In its early stages, lung cancer has few symptoms, making it difficult for doctors to catch it early, when it's still treatable.",MARCO_8334626,2," Lip, tongue, other parts of the mouth, throat, esophagus, stomach and lung are the most common. Smoking can cause, mouth, lung, eye, heart, and all sorts of different types  of cancer. Lung cancer is the biggest risk. You can also get mouth, eye, heart, and a hole in your throat. 1: Lung cancer. 2: Throat cancer.",MARCO_8436768,0," Lung cancer can affect nerves that line to the larynx (the voice box) There are some cancers that can cause hoarseness. These include cancers of larynx, throat, lungs, lymphomas, and thyroid. Even sometime a hoarse voice can be the first symptom of these cancers. The metastatic cancer can have an effect, too.",MARCO_1736079,3,
111,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Heart cancer: Symptom Checkers. Review the available symptom checkers for these symptoms of Heart cancer: 1  Cardiomegaly -- Symptom Checker. 2  Irregular heart beat -- Symptom Checker. 3  Arrhythmias -- Symptom Checker. 4  Heart failure -- Symptom Checker. 5  Dyspnea -- Symptom Checker. 6  Angina -- Symptom Checker. 7  Cachexia -- Symptom Checker.",MARCO_8492193,0," Cervical cancer is a cancer arising from the cervix. It is due to the abnormal growth of cells that have the ability to invade or spread to other parts of the body. Early on, typically no symptoms are seen.Later symptoms may include abnormal vaginal bleeding, pelvic pain, or pain during sexual intercourse.orldwide, cervical cancer is both the fourth-most common cause of cancer and the fourth-most common cause of death from cancer in women.",MARCO_849907,0," What are the symptoms? The most common symptom of male breast cancer is a painless lump or swelling behind the nipple. Other symptoms can include a discharge from the nipple or a lump or thickening in the armpit. Although most men diagnosed with breast cancer are older than 65, breast cancer can appear in younger men. For this reason, any breast lump in an adult male is considered abnormal and should be checked out by a doctor.",MARCO_8529625,0," Symptoms of heartburn and GERD are a burning feeling in the chest, throat, or mouth, nausea, and more. Thyroid cancer is cancer of the thyroid gland and can cause a cough, hoarseness, a lump in the neck, and more. Epiglottitis is a rare, life-threatening illness that keeps air from getting to the lungs.",MARCO_8553712,0," Signs and Symptoms of Small Cell Lung Cancer. Most lung cancers do not cause any symptoms until they have spread, but some people with early lung cancer do have symptoms. If you go to your doctor when you first notice symptoms, your cancer might be diagnosed at an earlier stage, when treatment is more likely to be effective.",MARCO_8628539,1,
112,31_4,31,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Symptoms of heartburn and GERD are a burning feeling in the chest, throat, or mouth, nausea, and more. Lung cancer (small cell) Small cell lung cancer is the least common type of lung cancer and can cause a cough, chest pain, and more. Pleural effusion. Pleural effusion is buildup of fluid in the pleura and can cause difficulty breathing or chest pain.",MARCO_8666788,4," Parrot allergy: Symptom Checkers. Review the available symptom checkers for these symptoms of Parrot allergy: 1  Runny nose -- Symptom Checker. 2  Itchy nose -- Symptom Checker. 3  Sore eyes -- Symptom Checker. 4  Red eyes -- Symptom Checker.5  Sneezing -- Symptom Checker. 6  Breathing difficulty -- Symptom Checker. 7  Coughing -- Symptom Checker.8  Wheezing -- Symptom Checker.eview the available symptom checkers for these symptoms of Parrot allergy: 1  Runny nose -- Symptom Checker. 2  Itchy nose -- Symptom Checker. 3  Sore eyes -- Symptom Checker. 4  Red eyes -- Symptom Checker. 5  Sneezing -- Symptom Checker. 6  Breathing difficulty -- Symptom Checker. 7  Coughing -- Symptom Checker. 8  Wheezing -- Symptom Checker.",MARCO_878723,0," Some common symptoms that may occur with cancer are as follows: 1  Persistent cough or blood-tinged saliva. 2  These symptoms usually represent simple infections such as bronchitis or sinusitis. 3  They could be symptoms of cancer of the lung, head, and neck. 4  A change in bowel habits. 5  Most changes in bowel habits are related to your diet and fluid intake. 6  D",MARCO_940332,3," Common Symptoms of Most Common Cancers. Common Symptoms of Most Common Cancers. This article discusses common symptoms associated with the most common cancers (i.e. tumors of the lung, breast, prostate and colon).According to the American Cancer Society and National Institutes of Health, the most common cancers in the US for men and women are: Men.",MARCO_962771,0," Stomach cancer, also known as gastric cancer, is cancer developing from the lining of the stomach.9 Early symptoms may include heartburn, upper abdominal pain, nausea and loss of appetite.1 Later signs and symptoms may include weight loss, yellowing of the skin and whites of the eyes, vomiting, difficulty swallowing, and blood in the stool among ...",MARCO_97868,0,
113,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Treatment of Metastatic Cancer of the Throat. Patients with metastatic cancer of the throat have cancer that has spread to distant sites beyond the throat and neck region. Patients with metastatic cancer are usually treated with systemic combination chemotherapy. However, control of the primary cancer and regional lymph node spread through surgery or radiation is as important as controlling the metastases.",MARCO_1019257,2," Types of Lung Cancer. There are two types of lung cancer: non-small cell lung cancer and small cell lung cancer. Most people diagnosed with lung cancer have non-small cell lung cancer. For each type of cancer, the outlook and the treatment may differ.Non-small cell lung cancer occurs in the airways of the lungs or the outer part of the lungs.he diagnosis of lung cancer is very serious; lung cancer kills more people than colon, breast, and prostate cancer combined. It is more common in men than in women, and African American men are 20 percent more likely than Caucasian men to have lung cancer. Early diagnosis and treatment are important for survival.",MARCO_1058729,0," About Lung Cancer. Non-Small Cell Lung Cancer. A group of lung cancers that are named for the kinds of cells found in the cancer and how the cells look under a microscope. The three main types of non-small cell lung cancer are squamous cell carcinoma, large cell carcinoma, and adenocarcinoma.on-small cell lung cancer is the most common kind of lung cancer... Read more about Non-Small Cell Lung Cancer. Small Cell Lung Cancer. An aggressive (fast-growing) cancer that forms in tissues of the lung and can spread to other parts of the body.",MARCO_1058736,1," People who have had certain other cancers, such as lung cancer, mouth cancer, and throat cancer have a high risk of getting squamous cell carcinoma of the esophagus as well. This may be because these cancers can also be caused by smoking.",MARCO_1080935,0," Lymph nodes can also swell due to the presence of cancer. For cancers of the head and neck like throat or larynx (voice box) cancer, the lymph nodes of the neck are the first region that it spreads to.Lymphoma, which is a cancer of the immune system, also may lead to lymph node enlargement.ymph nodes can also swell due to the presence of cancer. For cancers of the head and neck like throat or larynx (voice box) cancer, the lymph nodes of the neck are the first region that it spreads to.",MARCO_1092925,0,
114,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," When and for how long is a person able to spread the disease? If left untreated, people can spread strep for 10 to 21 days, and, in some cases, they may spread the illness for. weeks or months. If treated, the ability to spread the illness to others usually ends after 24 hours. How is a person diagnosed? Usually, a rapid strep test is done by swabbing the back of the throat.",MARCO_1138926,0," dark furry appearacne due to an overgrwoth of bacteria in the mouth caused by smoking effects continued lung cancer, mouth cancer, throat cancer (13 of all cancers)",MARCO_1139939,0," Passive exposure to tobacco smoke (passive smoking) also can cause lung cancer. The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1227209,1," 1 Cigarette smoking is the principal risk factor for development of lung cancer. 2  Passive exposure to tobacco smoke also can cause lung cancer.  The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).",MARCO_1273977,0," 1 Passive exposure to tobacco smoke also can cause lung cancer.  The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).",MARCO_1273978,0,
115,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," 1 The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).  The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1273979,1," Test for Stage IV Lung Cancer. Despite being spread to the brain, the stage IV lung cancer can spread to the bones, liver, and the adrenal glands. By using normal x-rays, CT scans, bone scans, and blood tests, stage IV cancer diagnosis is done.During the stage IV lung cancer if bone scans are done, then it might disclose the metastases in the bone.est for Stage IV Lung Cancer. Despite being spread to the brain, the stage IV lung cancer can spread to the bones, liver, and the adrenal glands. By using normal x-rays, CT scans, bone scans, and blood tests, stage IV cancer diagnosis is done.",MARCO_1278959,1," Some less common causes of hoarseness include: 1  polyps (abnormal growths) on the vocal cords. 2  throat, thyroid, or lung cancer.3  damage to the throat, such as from the insertion of a tube. 4  male adolescence (when the voice deepens).5  poorly functioning thyroid gland.ome less common causes of hoarseness include: 1  polyps (abnormal growths) on the vocal cords. 2  throat, thyroid, or lung cancer.",MARCO_1283095,0," Smoking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.moking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.",MARCO_1331560,0," Also called: Hypopharyngeal cancer, Laryngeal cancer, Laryngopharyngeal cancer, Nasopharyngeal cancer, Oropharyngeal cancer, Pharyngeal cancer. Throat cancer is a type of head and neck cancer. Throat cancer has different names, depending on which part of the throat is affected.",MARCO_1462317,0,
116,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Mouth cancer, also called oral cancer, describes a cancerous tumour, growth or sore developing in the mouth. On the gums. Mouth cancer is related to throat cancer affecting the throat (pharynx). Mouth cancer can be life-threatening if it is not diagnosed and treated as early as possible. Mouth cancer can develop in the mouth itself, called primary oral cancer. It can also spread to the mouth from cancer elsewhere in the body. This is called secondary oral cancer, or metastatic oral cancer.",MARCO_1467228,2," What is Seasonal Influenza? Seasonal influenza, also known as the flu, is an illness that causes fever, headache, tiredness, cough, sore throat, nasal congestion and body aches. It is usually spread from person to person by coughing and sneezing.Flu season in Ohio can begin as early as October and run as late as March.hat is Seasonal Influenza? Seasonal influenza, also known as the flu, is an illness that causes fever, headache, tiredness, cough, sore throat, nasal congestion and body aches. It is usually spread from person to person by coughing and sneezing. Flu season in Ohio can begin as early as October and run as late as March.",MARCO_1478755,0," Cigar and pipe smoking causes: 1  Bladder cancer. 2  Esophageal cancer. 3  Laryngeal (voice box) cancer. 4  Lip cancer. 5  Lung cancer. 6  Mouth cancer. 7  Throat cancer. 8  Tongue cancer.",MARCO_1543336,0," For other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.or other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.",MARCO_1560875,0," Diphtheria is an acute bacterial disease that usually affects the tonsils, throat, nose andor skin. It is usually spread from person to person by breathing in droplets that contain diphtheria bacteria. These droplets are produced after an infected person has coughed, sneezed or even laughed.iphtheria is an acute bacterial disease that usually affects the tonsils, throat, nose andor skin. It is usually spread from person to person by breathing in droplets that contain diphtheria bacteria. These droplets are produced after an infected person has coughed, sneezed or even laughed.",MARCO_1637020,0,
117,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," 1 Metastatic squamous neck cancer with occult primary is a disease in which squamous cell cancer spreads to lymph nodes in the neck and it is not known where the cancer first formed in the body.igns and symptoms of metastatic squamous neck cancer with occult primary include a lump or pain in the neck or throat. Check with your doctor if you have a lump or pain in your neck or throat that doesn't go away. These and other signs and symptoms may be caused by metastatic squamous neck cancer with occult primary.",MARCO_1705591,0," Stages of non-small cell lung cancer: 1  Stage I non-small cell lung cancer: Cancer may be present in the underlying lung tissues, but the lymph nodes remain unaffected.2  Stage II non-small cell lung cancer: The cancer may have spread to nearby lymph nodes or into the chest wall.tages of non-small cell lung cancer: 1  Stage I non-small cell lung cancer: Cancer may be present in the underlying lung tissues, but the lymph nodes remain unaffected.",MARCO_1734121,1," There are two major types of lung cancer, non-small cell lung cancer (NSCLC) and small cell lung cancer (SCLC) . Staging lung cancer is based on whether the cancer is local or has spread from the lungs to the lymph nodes or other organs.tage I: The cancer is located only in the lungs and has not spread to any lymph nodes. Stage II: The cancer is in the lung and nearby lymph nodes. Stage III: Cancer is found in the lung and in the lymph nodes in the middle of the chest, also described as locally advanced disease.",MARCO_1734122,1," 1 The two types of lung cancer, which grow and spread differently, are the small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). 2  The stage of lung cancer refers to the extent to which the cancer has spread in the body. Passive exposure to tobacco smoke also can cause lung cancer. 2  The two types of lung cancer, which grow and spread differently, are the small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). 3  The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1734125,1," In very bad cases, they can spread into your esophagus and cause: Pain when you swallow or difficulty swallowing; A feeling that food is stuck in your throat or in the middle of your chest; Fever, if the infection spreads beyond the esophagus; The fungus that causes thrush can spread to other parts of the body, like the lungs, liver, and skin. This happens more often in people with cancer, HIV, or other conditions that weaken the immune system.",MARCO_1740918,2,
118,31_5,31,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," A virus spread during oral sex is now the main cause of throat cancer in people under 50, scientists have warned. They say the human papilloma virus spread during unprotected sex is to blame for a disturbing rise in potentially deadly oral cancers in the last few decades.",MARCO_1905584,0," This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: Nasopharynx cancer forms in the upper part of the throat. Oropharynx cancer forms in the middle part of the throat. Hypopharynx cancer forms in the bottom part of the throat.",MARCO_191050,0," Throat Cancer Symptoms. Most often, throat cancer symptoms are mistaken with the symptoms of other diseases. Throat Cancer is also called as Larynx cancer, Vocal cord cancer or Cancer of the glottis. Throat cancer is a specific type of cancer of the vocal cords, voice box (larynx), or other areas of the throat.",MARCO_191056,0," Lung cancer can start anywhere in the lungs and affect any part of the respiratory system. The cancer cells can spread, or metastasize, to the lymph nodes and other parts of the body. Lung cancers are divided into small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).",MARCO_2033696,1," Pipes: Pipe smoking causes lung cancer and increases the risk of cancers of the mouth, throat, larynx, and esophagus (9, 15, 16). Hookahs or waterpipes (other names include argileh, ghelyoon, hubble bubble, shisha, boory, goza, and narghile): A hookah is a device used to smoke tobacco.",MARCO_2084166,2,
