hitId,queryNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5
216,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss.5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose. 7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035858,0," Throat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035859,0," Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat.5  persistent cough (may cough up blood).6  swollen lymph nodes in the neck. 7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035860,0," It can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035861,0," Throat Cancer Symptoms and Signs. Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality.epending upon the extent of spread of the cancer, other symptoms can include swelling of nearby tissues, enlarged lymph nodes, trouble breathing, difficulty speaking, neck or throat pain, ear pain, painful swallowing, and headache.",MARCO_7035862,1
217,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," Diagnosis of Barrett's esophagus is important because these patients are at risk for the development of esophageal cancer, a particularly lethal form of cancer. The rate of esophageal cancer is increasing rapidly and related to increasing numbers of people with Barrett's esophagus.sophagus resection surgery is reserved for Barrett's patients who have developed cancer -- Barrett's high grade dysplasia or carcinoma.",MARCO_7062699,1," There two main types of lung cancer are small cell lung cancer and non-small cell lung cancer. These categories refer to what the cancer cells look like under a microscope. Non-small cell lung cancer is more common than small cell lung cancer. Staging. If lung cancer is diagnosed, other tests are done to find out how far it has spread through the lungs, lymph nodes, and the rest of the body. This process is called staging. The type and stage of lung cancer tells doctors what kind of treatment you need. For more information, visit Stages of Non-Small Cell Lung Cancer and Stages of Small Cell Lung Cancer. Types of Treatment. Lung cancer is treated in several ways, depending on the type of lung cancer and how far it has spread. People with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments. People with small cell lung cancer are usually treated with radiation therapy and chemotherapy. Surgery. An operation where doctors cut out cancer tissue. Chemotherapy. Using special medicines to shrink or kill the cancer. The drugs can be pills you take or medicines given in your veins, or sometimes both. Radiation therapy. Using high-energy rays (similar to X-rays) to kill the cancer. Targeted therapy.",MARCO_7106148,0," 1 Nasopharyngeal cancer The nasopharynx is a small box like chamber which lies just behind the nose and is part of the pharynx (the throat) 2  Oesophogeal Cancer The oesophagus (esophagus in US English) is what connects the stomach to the throat. Oral Cavity Cancer Many people will refer to this kind of cancer a mouth cancer. Oropharyngeal Cancer Oropharyngeal cancer is the name given to cancers which affect the part of the throat called the Oropharynx.",MARCO_7208611,3," Esophageal cancer starts in the lining of the esophagus and can cause difficulty swallowing. Tetanus Tetanus is a potentially fatal toxic infection and causes stiffness in the jaw and neck, fever, and more. Throat cancer. Throat cancer can cause symptoms including difficulty swallowing, hoarseness, and chronic cough. Toxic shock syndrome. Toxic shock syndrome is a serious bacterial infection and causes fever, low blood pressure, a rash, and more.",MARCO_7559909,2," 1 Cancer. 2  Your risk of certain types of cancer increases if you use chewing tobacco or other types of smokeless tobacco. 3  This includes esophageal cancer and various types of oral cancer, including cancers of your mouth, throat, cheek, gums, lips and tongue. 4  You also face an increased risk of pancreatic cancer.",MARCO_7664955,3
218,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," Esophageal cancer. Overview. Esophagus The esophagus is a muscular tube that connects your mouth and your stomach. Rings of muscle (sphincters) in the upper and lower portions contract and relax to allow food and liquid to pass. Esophageal cancer Esophageal cancer occurs in the cells that line the inside of the esophagus.",MARCO_7666883,2," Most commonly associated with esophageal or throat cancer, having trouble swallowing is sometimes one of the first signs of lung cancer, too. 5. Swollen lymph nodes or lumps on the neck, underarm, or groin. Enlarged lymph nodes indicate changes in the lymphatic system, which can be a sign of cancer.",MARCO_7670963,0," For this article, the terms throat cancer and larynx cancer will be interchangeable. The term laryngeal cancer is also used to refer to larynx cancer. Some investigators consider throat cancers a subset of esophageal cancers. For this article, only throat cancers will be discussed.",MARCO_5295408,4," Best Answer: Esophageal cancer is a very aggressive cancer. Treatment of stage IV esophageal cancer usually includes chemotherapy, radiation therapy, and surgical removal of the affected part of the esophagus.Unfortunately, once it has spread, especially to places like the liver, long-term survival is not likely.tage IVA (any T, any N, M1a): This stage indicates that the esophageal cancer has spread to distant lymph nodes. If the esophageal cancer is in the upper part of the chest, it has spread to lymph nodes in the neck. For cancer of the lower part of the esophagus, it has spread to lymph nodes in the abdomen.",MARCO_8018982,2," Treatment for Metastatic Esophageal Cancer. Metastatic esophageal cancer (stage IV) is cancer that has spread (metastasized) to distant sites in the body, such as the lungs or the liver.Because the cancer has spread, surgery cannot remove it completely, so people with metastatic esophageal cancer typically do not have surgery as part of their treatment plan.reatment for Metastatic Esophageal Cancer. Metastatic esophageal cancer (stage IV) is cancer that has spread (metastasized) to distant sites in the body, such as the lungs or the liver.",MARCO_8018983,0
219,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," Esophageal cancer is a very aggressive cancer. Treatment of stage IV esophageal cancer usually includes chemotherapy, radiation therapy, and surgical removal of the affected part of the esophagus. Unfortunately, once it has spread, especially to places like the liver, long-term survival is not likely.tage IVB (any T, any N, M1b): This stage indicates that the esophageal cancer has spread to more distant lymph nodes or other distant sites, such as the liver, bones, or brain.",MARCO_8018984,0," Stage IVA (any T, any N, M1a): This stage indicates that the esophageal cancer has spread to distant lymph nodes. If the esophageal cancer is in the upper part of the chest, it has spread to lymph nodes in the neck. For cancer of the lower part of the esophagus, it has spread to lymph nodes in the abdomen.Stage IVB (any T, any N, M1b): This stage indicates that the esophageal cancer has spread to more distant lymph nodes or other distant sites, such as the liver, bones, or brain.tage IVA (any T, any N, M1a): This stage indicates that the esophageal cancer has spread to distant lymph nodes. If the esophageal cancer is in the upper part of the chest, it has spread to lymph nodes in the neck. For cancer of the lower part of the esophagus, it has spread to lymph nodes in the abdomen.",MARCO_8018985,2," Throat cancer refers to cancer of the voice box, the vocal cords, and other parts of the throat, such as the tonsils and oropharynx. Throat cancer is often grouped into two categories: pharyngeal cancer and laryngeal cancer. Pharyngeal cancer forms in the pharynx. This is the hollow tube that runs from behind your nose to the top of your windpipe. Laryngeal cancer forms in the larynx, which is your voice box. Throat cancer is relatively uncommon when compared to other cancers.",MARCO_8046971,2," The common signs and symptoms of gastroesophageal reflux disease (GERD) may include heartburn, regurgitation, sore throat, halitosis (bad breath), throat clearing, globus (sensation of fullness in the throat), hoarseness, sinusitis, chronic cough, asthma, sleep apnea, and, in a small number of cases, even laryngeal cancer and esophageal cancer.",MARCO_8147736,0," 1 A small pouch that forms and collects food particles in your throat, often just above your esophagus, leads to difficulty swallowing, gurgling sounds, bad breath, and repeated throat clearing or coughing. 2  Cancer. 3  Certain cancers and some cancer treatments, such as radiation, can cause difficulty swallowing. 4  Symptoms. A thin area of narrowing in the lower esophagus can intermittently cause difficulty swallowing solid foods. 2  Gastroesophageal reflux disease (GERD). 3  Damage to esophageal tissues from stomach acid backing up into your esophagus can lead to spasm or scarring and narrowing of your lower esophagus. 4  Eosinophilic esophagitis.",MARCO_8152180,0
220,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," Barrett esophagus Barrett's esophagus occurs when the lining of the esophagus is damaged, usually by acid reflux. Esophageal cancer Esophageal cancer starts in the lining of the esophagus and can cause difficulty swallowing.",MARCO_8260802,2," I'm Chinese. I get the asian blush and increased heart rate, though never really experience the nausea, that is unless I drink copious amount of alcohol and it's the morning after. My maternal grandmother had esophageal cancer and my mother's brother had throat cancer (could be esophageal cancer as well).",MARCO_8347391,3," 1 Symptoms of throat cancer. 2  Throat cancer can spread. 3  Risk factors of throat cancer.  Diagnosis of throat 1  cancer. Treatment for throat cancer.  Side effects of cancer 1  treatment. Palliative 2  care. Where to get  help. Things to remember.",MARCO_8610846,0," Cancer and its treatment can sometimes cause difficulty chewing andor swallowing. Difficulty chewing can result from physical changes to the mouth, jaw or tongue caused by cancers like oral cancer. Pain or difficulty swallowing, or dysphagia, is a common symptom of cancers like throat cancer and esophageal cancer. Symptoms of dysphagia may include pain while swallowing, inability to swallow, choking or coughing while eating, a sensation of food getting stuck in the throat, and soreness, pain andor swelling in the throat or mouth. Difficulty chewing andor swallowing can be scary.",MARCO_8617383,3," Esophageal cancer (or oesophageal cancer) is cancer arising from the esophagusthe food pipe that runs between the throat and the stomach. Symptoms often include difficulty in swallowing and weight loss.",MARCO_8758724,3
221,31_8,8," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/><span>Is it the same as esophageal cancer?</span>"," For this article, the terms throat cancer and larynx cancer will be interchangeable. The term laryngeal cancer is also used to refer to larynx cancer. Some investigators consider throat cancers a subset of esophageal cancers. For this article, only throat cancers will be discussed.",MARCO_5295408,4," One of the most common symptoms of esophageal cancer is difficulty swallowing, also known as dysphagia. Other common esophageal cancer symptoms may include: 1  Reflux symptoms. 2  Abdominal pain. 3  Pain or burning in the throat or chest. 4  Unexplained weight loss. 5  Heartburn or indigestion. 6  Vomiting.",MARCO_8827860,1," People with esophageal cancer may experience the following symptoms or signs. Sometimes, people with esophageal cancer do not show any of these symptoms. Or, these symptoms may be caused by a medical condition that is not cancer.",MARCO_8827861,0," Esophageal cancer (or oesophageal cancer) is cancer arising from the esophagus the food pipe that runs between the throat and the stomach. Symptoms often include difficulty in swallowing and weight loss.",MARCO_924434,3," Lung nodules can be either benign (non-cancerous) or malignant (cancer). The most common causes of benign nodules include granulomas (clumps of inflamed tissue) and hamartomas (benign lung tumors).The most common cause of malignant lung nodules include lung cancer, or cancer from other regions of the body that has spread to the lungs (metastatic cancer).he most common causes of benign nodules include granulomas (clumps of inflamed tissue) and hamartomas (benign lung tumors). The most common cause of malignant lung nodules include lung cancer, or cancer from other regions of the body that has spread to the lungs (metastatic cancer).",MARCO_986556,0
222,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," What is the difference between a cold and the flu? The flu and the common cold are both respiratory illnesses but they are caused by different viruses. Because these two types of illnesses have similar symptoms, it can be difficult to tell the difference between them based on symptoms alone. In general, the flu is worse than the common cold, and symptoms are more common and intense. Colds are usually milder than the flu.",MARCO_1181841,0," A vocal cord polyp is a noncancerous growth on the vocal cord causing breathiness, hoarseness, and more. Small cell lung cancer is the least common type of lung cancer and can cause a cough, chest pain, and more. Symptoms of swallowing an object include coughing, choking, vomiting, throat pain, breathing trouble, and more.",MARCO_1198831,0," Esophageal cancer is a disease in which malignant (cancer) cells form in the tissues of the esophagus. Smoking, heavy alcohol use, and Barrett esophagus can increase the risk of esophageal cancer. Signs and symptoms of esophageal cancer are weight loss and painful or difficult swallowing.",MARCO_1243073,2," End-of-life care becomes a central issue as this progressive disease enters the final stages. Symptoms of end-stage lung cancer consist of general symptoms of organ failure and symptoms that occur specifically with the disease.Lung cancer patients commonly experience shortness of breath as part of their disease process due to the tumor growth and fluid buildup in the lungs.nd-of-life care becomes a central issue as this progressive disease enters the final stages. Symptoms of end-stage lung cancer consist of general symptoms of organ failure and symptoms that occur specifically with the disease.",MARCO_1278952,0," Progressing Toward Death. When treatment for lung cancer has failed to stop advancement of the disease, a few main symptoms are of most concern. Pain at the primary cancer site and in any place where it has spread is the first symptom that needs the attention of the treating health care providers and family members.rogressing Toward Death. When treatment for lung cancer has failed to stop advancement of the disease, a few main symptoms are of most concern. Pain at the primary cancer site and in any place where it has spread is the first symptom that needs the attention of the treating health care providers and family members.",MARCO_1278953,0
223,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," The best way to understand the difference between the two disorders is with the primary symptoms, starting with the mental symptoms. Anxiety: 1  Apprehension over what's about to happen and what could happen in the future. 2  Worried thoughts, or a belief that something could go wrong.he best way to understand the difference between the two disorders is with the primary symptoms, starting with the mental symptoms. Anxiety: 1  Apprehension over what's about to happen and what could happen in the future. 2  Worried thoughts, or a belief that something could go wrong.",MARCO_1284155,0," Lung symptoms and Muscle contractions and Spasms and Behavioral symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Bladder symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Brain symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Breath symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Breathing difficulties (2 causes) Lung symptoms and Muscle contractions and Spasms and Cramps (2 causes) Lung symptoms and Muscle contractions and Spasms and Emotional symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Esophagus symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Face symptoms (2 causes) Lung symptoms and Muscle contractions and Spasms and Fasciculation (2 causes) Lung symptoms and Muscle contractions and Spasms and MORE SYMPTOMS.",MARCO_129475,0," A hernia occurs when an internal part of the body pushes through a weakness in the muscle or surrounding tissue wall. A hernia usually develops between your chest and hips. In many cases, it causes no or very few symptoms, although you may notice a swelling or lump in your tummy (abdomen) or groin.",MARCO_1301181,0," 1 Chronic irritation from reflux is the usual cause of esophageal strictures. 2  Achalasia: A rare disease in which the lower esophageal sphincter does not relax properly. 3  Difficulty swallowing and regurgitation of food are symptoms. 4  Esophageal cancer: Although serious, cancer of the esophagus is uncommon.hey keep food and secretions from going down the windpipe. The lower esophageal sphincter (LES) is a bundle of muscles at the low end of the esophagus, where it meets the stomach. When the LES is closed, it prevents acid and stomach contents from traveling backwards from the stomach.",MARCO_1363157,0," What is the esophagus? What is esophageal cancer? What are risk factors and causes of esophageal cancer? What are the symptoms and signs of esophageal cancer? How do health care professionals diagnose esophageal cancer? How do physicians determine esophageal cancer staging? What are the stages of esophageal cancer?",MARCO_140073,0
224,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," Get the Facts. ... When it comes to the symptoms of HIVAIDS, there are three major points to keep in mind: There's a big difference between the symptoms of HIV and the symptoms of advanced HIV, also known as AIDS. It's what you do that puts you at risk for HIV -- not how you feel.hen it comes to the symptoms of HIVAIDS, there are three major points to keep in mind: There's a big difference between the symptoms of HIV and the symptoms of advanced HIV, also known as AIDS.",MARCO_1435401,0," When it comes to the symptoms of HIVAIDS, there are three major points to keep in mind: There's a big difference between the symptoms of HIV and the symptoms of advanced HIV, also known as AIDS.hen it comes to the symptoms of HIVAIDS, there are three major points to keep in mind: There's a big difference between the symptoms of HIV and the symptoms of advanced HIV, also known as AIDS.",MARCO_1435403,0," Cigar and pipe smoking causes: 1  Bladder cancer. 2  Esophageal cancer. 3  Laryngeal (voice box) cancer. 4  Lip cancer. 5  Lung cancer. 6  Mouth cancer. 7  Throat cancer. 8  Tongue cancer.",MARCO_1543336,0," Itching skin and Liver cancer and Thyroid symptoms and Abdominal symptoms (2 causes) Itching skin and Liver cancer and Thyroid symptoms and Arthritis-like symptoms (2 causes) Itching skin and Liver cancer and Thyroid symptoms and Cancer-related symptoms (2 causes) Itching skin and Liver cancer and Thyroid symptoms and Diabetes-like symptoms (2 causes) Itching skin and Liver cancer and Thyroid symptoms and Diabetes-related symptoms (2 causes) Itching skin and Liver cancer and Thyroid symptoms ...",MARCO_154488,0," Some of the comorbid or associated medical symptoms for Rales may include these symptoms: 1  Lung symptoms. 2  Respiratory symptoms. 3  Breath symptoms. 4  Breathing difficulties. 5  Skin symptoms. 6  Head symptoms. 7  Throat symptoms. 8  Breath sound symptoms. 9  Lung sound symptoms.",MARCO_1591499,0
225,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," Symptom Checker. 1  Throat symptoms and Head symptoms (3112 causes) 2  Throat symptoms and Mouth symptoms (3058 causes) 3  Throat symptoms and Nerve symptoms (2569 causes)  Throat symptoms and Respiratory symptoms (2552 1  causes) Throat symptoms and Face symptoms (2518 causes)  Throat symptoms and Sensory symptoms (2182 causes)",MARCO_1623817,0," Knowing the warning signs of ovarian cancer can make all the difference. We spoke to real women about their experiences with symptoms of the disease. Knowing the warning signs of ovarian cancer can make all the difference.",MARCO_1707634,0," Progressing Toward Death. When treatment for lung cancer has failed to stop advancement of the disease, a few main symptoms are of most concern. Pain at the primary cancer site and in any place where it has spread is the first symptom that needs the attention of the treating health care providers and family members.ung cancer patients enter definite stages of death. Photo Credit JupiterimagesPhotos.comGetty Images. Lung cancer is the most common cancer in the United States, and while often treatable, it frequently progresses and causes death.",MARCO_1734120,0," About Esophageal Cancer. Esophageal cancer is a disease in which malignant (cancer) cells form in the tissues of the esophagus. The esophagus is the hollow, muscular tube that moves food and liquid from the throat to the stomach.",MARCO_1813785,0," 1 There are two main types of small cell lung cancer. 2  Smoking increases the risk of small cell lung cancer. 3  Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 4  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 2  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. 3  Certain factors affect prognosis (chance of recovery) and treatment options.",MARCO_1826636,0
226,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," What is the difference between a cold and the flu? The flu and the common cold are both respiratory illnesses but they are caused by different viruses. Because these two types of illnesses have similar symptoms, it can be difficult to tell the difference between them based on symptoms alone. In general, the flu is worse than the common cold, and symptoms are more common and intense. Colds are usually milder than the flu. People with colds are more likely to have a runny or stuffy nose. Colds generally do not result in serious health problems, such as pneumonia, bacterial infections, or hospitalizations.",MARCO_1827404,0," Chronic acid reflux can contribute to throat soreness and can lead to the following: 1  Esophagitis: irritation of the tissues lining the throat is due to the potent nature of stomach and esophageal acids.eople with Barretts esophagus have a slightly increased risk of developing esophageal cancer. Symptoms of Barretts esophagus may include: 1  heartburn (burning in the chest, sore throat). 2  upper abdominal pain. 3  dysphagia.",MARCO_1850608,0," Most of these symptoms are more likely to be caused by something other than lung cancer. Still, if you have any of these problems, its important to see your doctor right away so the cause can be found and treated, if needed. Some lung cancers can cause syndromes, which are groups of very specific symptoms.",MARCO_1868370,0," No. Anxiety disorder symptoms and anxiety symptoms are the same. The only difference between the two would be, as anxiety and its persistence increases, so will the number, type, intensity, frequency, and duration of anxiety symptoms increase. Otherwise, they are one and the same.",MARCO_18707,0," Throat Cancer Symptoms. Most often, throat cancer symptoms are mistaken with the symptoms of other diseases. Throat Cancer is also called as Larynx cancer, Vocal cord cancer or Cancer of the glottis. Throat cancer is a specific type of cancer of the vocal cords, voice box (larynx), or other areas of the throat.",MARCO_191056,0
227,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," Common throat cancer symptoms may include: Difficulty swallowing, also known as dysphagia. Changes in your voice. Sore throat. Unexplainable weight loss. Swelling of the eyes, jaw, throat or neck. Bleeding in the mouth or through the nose.",MARCO_191057,2," Some common symptoms that may occur with cancer are as follows: 1  Persistent cough or blood-tinged saliva. 2  These symptoms usually represent simple infections such as bronchitis or sinusitis. 3  They could be symptoms of cancer of the lung, head, and neck. 4  A change in bowel habits. 5  Most changes in bowel habits are related to your diet and fluid intake. 6  D Persistent cough or blood-tinged saliva. 2  These symptoms usually represent simple infections such as bronchitis or sinusitis. 3  They could be symptoms of cancer of the lung, head, and neck. 4  Anyone with a cough that lasts more than a month or with blood in the mucus that is coughed up should see a doctor.",MARCO_1976714,0," Possible symptoms of testicular cancer You cant be sure you have testicular cancer based on symptoms alone, so its important to see a doctor about any testicular symptoms that concern you. Dont wait. Symptoms in the testicles The most common symptom of testicular cancer is a painless lump on or in a testicle.ossible symptoms of testicular cancer You cant be sure you have testicular cancer based on symptoms alone, so its important to see a doctor about any testicular symptoms that concern you. Dont wait. Symptoms in the testicles The most common symptom of testicular cancer is a painless lump on or in a testicle.",MARCO_1978149,0," Premenstrual syndrome (PMS) is a group of symptoms linked to the menstrual cycle. Typically, PMS symptoms happen one to two weeks before your period. They usually stop after your period starts. The symptoms of PMS can be very similar to those of early pregnancy. Read on to learn how to tell the difference. But remember, these differences are subtle and vary from woman to woman.",MARCO_2078578,0," Lung cancer can cause symptoms in several ways. It can cause symptoms by growing and pressing on airways and structures in and near the lungs. It can cause general symptoms related to cancer growth, such as fatigue and weight loss.",MARCO_2084165,0
228,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," 1 Achalasia: A rare disease in which the lower esophageal sphincter does not relax properly. 2  Difficulty swallowing and regurgitation of food are symptoms. 3  Esophageal cancer: Although serious, cancer of the esophagus is uncommon. This is often caused by chronic reflux. 2  Esophageal stricture: A narrowing of the esophagus. 3  Chronic irritation from reflux is the usual cause of esophageal strictures. 4  Achalasia: A rare disease in which the lower esophageal sphincter does not relax properly.",MARCO_211513,0," Most of these symptoms are more likely to be caused by something other than lung cancer. Still, if you have any of these problems, its important to see your doctor right away so the cause can be found and treated, if needed. The most common symptoms of lung cancer are: A cough that does not go away or gets worse.",MARCO_217415,0," Further tests if you have possible signs or symptoms of lung cancer. If your doctor is concerned you might have lung cancer because of signs or symptoms you are having, a chest x-ray or chest CT scan to look for tumors in the lung is likely to be the next step.urther tests if you have possible signs or symptoms of lung cancer. If your doctor is concerned you might have lung cancer because of signs or symptoms you are having, a chest x-ray or chest CT scan to look for tumors in the lung is likely to be the next step.",MARCO_2257662,0," What is the difference between a cold and the flu? The flu and the common cold are both respiratory illnesses but they are caused by different viruses. Because these two types of illnesses have similar symptoms, it can be difficult to tell the difference between them based on symptoms alone. In general, the flu is worse than the common cold, and symptoms are more common and intense.",MARCO_2319003,0," It's important to know the difference between flu and cold symptoms. A cold is a milder respiratory illness than the flu. While cold symptoms can make you feel bad for a few days, flu symptoms can make you feel quite ill for a few days to weeks.",MARCO_2319007,0
229,31_9,9," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/>What causes throat cancer?<br/>What is the first sign of it?<br/>Is it the same as esophageal cancer?<br/><span>What's the difference in their symptoms?</span>"," Remember, the main difference between dementia and Alzheimer's is that Alzheimer's is a specific disease and dementia is a symptom of Alzheimer's.",MARCO_2405973,0," Shortness of breath, chest pain, or spitting blood are also signs of testicular cancer that's spread to the lungs. 6. Chronic cough or chest pain. Several types of cancer, including leukemia and lung tumors, can cause symptoms that mimic a bad cough or bronchitis. One way to tell the difference: The problems persist, or go away and come back again in a repeating cycle. Some lung cancer patients report chest pain that extends up into the shoulder or down the arm.",MARCO_2416874,0," 1 Signs and symptoms of anxiety can include those that are emotional or behavioral and ways of thinking that are responses to feeling as if one is in danger. 2  The similarities and differences in symptoms of anxiety in adults compared to children and adolescents depend on the specific diagnosis.",MARCO_249165,0," Often these problems are caused by something other than cancer. But if lung cancer is found, getting treatment right away might mean treatment would work better. The most common symptoms of lung cancer are: A cough that does not go away. Chest pain, often made worse by deep breathing, coughing, or laughing. Hoarseness.",MARCO_2522439,0," Emphysema is a chronic lung condition that causes shortness of breath, a chronic cough, wheezing, and more. Symptoms of heartburn and GERD are a burning feeling in the chest, throat, or mouth, nausea, and more. Small cell lung cancer is the least common type of lung cancer and can cause a cough, chest pain, and more.",MARCO_2539075,0
