HITid,AssignmentId,WorkerId,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3R6RZGK0YJSTTW2HQGQL418M8TCVYI,33SA9F9TR2ABP0JP6RPO7KV8GJGWE8,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,95,1.583333333,36.641,0, 2006 financial crisis, , Economy &amp; Finance, clueweb09-en0002-47-03206,TRUE, clueweb09-enwp00-04-04600,FALSE, clueweb09-en0008-10-08466,FALSE, clueweb09-en0009-55-12129,FALSE, clueweb09-en0007-36-40479,FALSE, clueweb09-en0007-75-33376,TRUE, clueweb09-en0007-54-17751,FALSE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0004-32-16922,FALSE, nr-clueweb09-en0005-24-14415,FALSE, clueweb09-en0009-31-05562,FALSE, clueweb09-en0001-67-00457,FALSE, nr-clueweb09-en0009-17-07599,TRUE,2,1
3P888QFVY7APUA2YYUNDWNBCDRYQO8,3SKRO2GZ767LAZVW5PB6CPIJ43P1KK,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,93,1.55,33.711,0, nba basketball game average score, , Sports, random-clueweb09-en0007-09-17000,FALSE, clueweb09-en0010-60-23177,FALSE, clueweb09-enwp00-30-00949,FALSE, clueweb09-en0003-42-04045,FALSE, clueweb09-en0003-42-04066,FALSE, clueweb09-en0008-19-35463,FALSE, clueweb09-en0008-93-14161,FALSE, clueweb09-en0003-54-10212,FALSE, clueweb09-en0005-36-11348,TRUE, nr-clueweb09-enwp01-02-23048,FALSE, clueweb09-en0006-91-19836,TRUE, clueweb09-en0002-40-29279,FALSE, nr-clueweb09-enwp01-40-24242,FALSE,2,0
3P888QFVY7APUA2YYUNDWNBCDRYQO8,326O153BMNECGUJYPWKYFW6N93WED3,A38IPIPA3T3G4,1.62688E+12,1.62688E+12,154,2.566666667,86.163,0, most expensive drawing, , Arts, clueweb09-enwp01-35-02642,FALSE, clueweb09-en0007-06-09850,FALSE, clueweb09-en0010-08-27631,FALSE, clueweb09-en0001-03-19166,FALSE, random-clueweb09-en0006-35-27399,FALSE, clueweb09-en0003-83-02205,FALSE, clueweb09-enwp01-88-00647,FALSE, clueweb09-en0010-06-12400,FALSE, clueweb09-en0011-69-00409,FALSE, nr-clueweb09-en0001-95-22801,FALSE, clueweb09-en0007-14-06049,TRUE, clueweb09-en0004-57-37998,FALSE, nr-clueweb09-en0010-98-04000,FALSE,1,0
3P888QFVY7APUA2YYUNDWNBCDRYQO8,3R6BYFZZPCSIKEOBB75GRLUF1MQFXR,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,40,0.666666667,13.111,0, clay pottery, , Arts, nr-clueweb09-en0002-99-24609,FALSE, clueweb09-en0007-95-14974,TRUE, clueweb09-en0005-53-12537,TRUE, clueweb09-en0004-99-25510,TRUE, clueweb09-en0006-17-15543,FALSE, clueweb09-en0009-52-26986,TRUE, clueweb09-en0005-80-32516,FALSE, clueweb09-en0003-22-04404,FALSE, clueweb09-en0004-99-25497,TRUE, clueweb09-en0005-80-32518,TRUE, random-clueweb09-en0007-09-17000,FALSE, clueweb09-en0005-77-22401,TRUE, nr-clueweb09-en0011-90-13160,TRUE,7,1
3P888QFVY7APUA2YYUNDWNBCDRYQO8,3IXEICO797ZFK4MG541F8CWWVR26TZ,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,75,1.25,17.058,0, campgrounds, , Recreation, clueweb09-en0002-88-22218,FALSE, clueweb09-en0008-05-34793,FALSE, clueweb09-en0002-54-00134,TRUE, clueweb09-en0002-25-14212,FALSE, clueweb09-en0001-96-06644,FALSE, nr-clueweb09-en0003-15-20154,FALSE, clueweb09-en0001-96-08877,FALSE, clueweb09-en0008-05-34801,FALSE, clueweb09-en0005-01-00923,TRUE, random-clueweb09-en0007-29-30662,FALSE, clueweb09-en0006-81-31082,TRUE, clueweb09-en0003-02-03335,TRUE, nr-clueweb09-en0003-15-20149,TRUE,4,1
3P888QFVY7APUA2YYUNDWNBCDRYQO8,3FE7TXL1LN3EANBN1YVHDU4XVFAQ2X,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,75,1.25,24.428,0, what is Donald trump hobby, , Crafts &amp; Hobbies, clueweb09-enwp01-38-01591,TRUE, clueweb09-en0007-08-25843,FALSE, clueweb09-en0001-94-04088,TRUE, clueweb09-en0010-00-28222,FALSE, nr-clueweb09-en0009-44-34195,FALSE, clueweb09-enwp00-77-01119,FALSE, clueweb09-en0009-93-00454,FALSE, clueweb09-en0006-77-06654,FALSE, clueweb09-en0010-06-09764,FALSE, random-clueweb09-en0000-21-15033,FALSE, clueweb09-en0009-23-17029,FALSE, clueweb09-en0002-38-01248,FALSE, nr-clueweb09-en0009-23-17044,FALSE,2,0
3BPP3MA3UG0SRM9WCBCLAPI4ZJ5EL3,32SVAV9L3KPB8P0PG2C064UKXB8A35,A38IPIPA3T3G4,1.62687E+12,1.62688E+12,195,3.25,139.251,0, how to pass GMAT, , Education, clueweb09-en0004-17-03788,TRUE, random-clueweb09-en0006-26-18498,FALSE, clueweb09-en0006-79-29399,FALSE, clueweb09-en0000-00-19354,TRUE, clueweb09-en0005-70-16366,FALSE, clueweb09-en0008-93-20586,TRUE, clueweb09-en0006-79-29406,FALSE, clueweb09-en0000-61-16375,TRUE, clueweb09-en0000-08-15917,TRUE, nr-clueweb09-en0011-46-10742,FALSE, clueweb09-en0011-64-16963,TRUE, clueweb09-en0009-18-08555,FALSE, nr-clueweb09-en0010-41-26793,FALSE,6,0
3BPP3MA3UG0SRM9WCBCLAPI4ZJ5EL3,3TXMY6UCAJ4R853PYRKNP7DJ768QCR,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,105,1.75,49.74,0, top hiking trails, , Recreation, clueweb09-en0005-55-09820,FALSE, random-clueweb09-en0008-31-37861,FALSE, clueweb09-en0010-61-25098,FALSE, nr-clueweb09-en0008-01-30958,TRUE, clueweb09-en0008-17-25901,FALSE, clueweb09-en0002-99-27178,TRUE, clueweb09-en0007-09-16532,TRUE, clueweb09-en0002-99-27180,TRUE, clueweb09-en0000-69-20072,TRUE, clueweb09-en0000-69-20191,TRUE, clueweb09-en0002-77-35737,TRUE, clueweb09-en0011-58-10816,TRUE, nr-clueweb09-en0009-99-04476,FALSE,7,1
3BPP3MA3UG0SRM9WCBCLAPI4ZJ5EL3,3WR9XG3T68RE7JLV9D5Z6IK0A3074Y,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,43,0.716666667,5.675,0, acer, , Technology, clueweb09-en0005-77-40717,TRUE, clueweb09-en0005-52-29131,TRUE, clueweb09-en0008-28-32574,TRUE, clueweb09-en0011-35-11435,TRUE, clueweb09-en0005-62-44548,TRUE, clueweb09-en0006-74-30121,FALSE, clueweb09-en0005-30-27890,TRUE, random-clueweb09-en0004-13-04016,FALSE, clueweb09-en0008-28-32577,TRUE, clueweb09-enwp01-84-04102,TRUE, nr-clueweb09-en0005-34-34189,TRUE, clueweb09-en0003-03-13706,FALSE, nr-clueweb09-en0005-34-34188,TRUE,8,2
3BPP3MA3UG0SRM9WCBCLAPI4ZJ5EL3,35DR22AR5I0N428IRC4EQC5IYWPX34,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,78,1.3,40.3,0, home decor free shipping, , Shopping, clueweb09-en0001-25-18149,TRUE, clueweb09-en0008-13-04615,TRUE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0001-49-24548,FALSE, clueweb09-en0008-01-18636,TRUE, nr-clueweb09-en0006-60-22669,FALSE, clueweb09-en0004-07-24758,TRUE, clueweb09-en0006-63-17329,TRUE, clueweb09-en0005-66-20624,FALSE, clueweb09-en0002-63-32246,FALSE, clueweb09-en0001-25-18143,TRUE, clueweb09-en0008-69-01456,FALSE, nr-clueweb09-en0011-76-23801,FALSE,6,0
3BPP3MA3UG0SRM9WCBCLAPI4ZJ5EL3,3Z2R0DQ0JMUPDKLIS70HJDFJCCM2EX,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,55,0.916666667,29.101,0, Best recreational activity, , Recreation, clueweb09-en0011-62-20366,TRUE, clueweb09-en0007-27-32225,TRUE, nr-clueweb09-en0006-01-19596,FALSE, clueweb09-en0011-61-28278,FALSE, clueweb09-en0010-29-24367,FALSE, clueweb09-en0010-01-05092,FALSE, clueweb09-en0007-38-06806,FALSE, clueweb09-en0011-57-20955,TRUE, clueweb09-en0007-20-30775,FALSE, clueweb09-en0004-37-02750,FALSE, clueweb09-en0001-15-01986,FALSE, random-clueweb09-en0008-13-05976,FALSE, nr-clueweb09-en0006-01-19594,FALSE,3,0
38EHZ67RJQ8AHIN8II3OA5I5C4AGMO,3570Y55XZUZDYJAGRNX0SK1047FYGA,A38IPIPA3T3G4,1.62687E+12,1.62688E+12,449,7.483333333,349.26,0, how to pray and get answers, , Spirituality, nr-clueweb09-en0002-72-20648,FALSE, clueweb09-en0008-95-13432,TRUE, clueweb09-en0009-55-28101,FALSE, random-clueweb09-en0008-31-37861,FALSE, clueweb09-en0004-92-32968,FALSE, clueweb09-en0002-40-16313,TRUE, clueweb09-en0005-04-08220,FALSE, clueweb09-en0005-79-30414,FALSE, clueweb09-en0005-00-28062,TRUE, clueweb09-en0004-92-32657,FALSE, clueweb09-en0008-56-39676,FALSE, clueweb09-en0006-74-02581,FALSE, nr-clueweb09-en0008-24-29269,TRUE,3,1
38EHZ67RJQ8AHIN8II3OA5I5C4AGMO,31T4R4OBOXWH2NYA2SBHPGWO2GF7C9,AOTSBJGYMR4N8,1.62687E+12,1.62688E+12,55,0.916666667,22.666,0, easy garden flowers, , Crafts &amp; Hobbies, clueweb09-en0007-11-05073,TRUE, clueweb09-en0005-64-09731,FALSE, random-clueweb09-en0002-82-08074,FALSE, nr-clueweb09-en0003-22-32390,FALSE, clueweb09-en0011-33-08840,FALSE, clueweb09-en0008-42-03157,FALSE, clueweb09-en0010-08-06116,FALSE, clueweb09-en0009-13-38991,FALSE, clueweb09-en0003-35-12514,TRUE, clueweb09-en0005-83-00133,FALSE, clueweb09-en0003-72-12863,FALSE, clueweb09-en0009-13-39016,FALSE, nr-clueweb09-en0008-94-31755,FALSE,2,0
38EHZ67RJQ8AHIN8II3OA5I5C4AGMO,3OLQQLKKNX5PJGJQZS69IU10ENWJEP,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,49,0.816666667,22.915,0, jimmy swaggart, , Spirituality, nr-clueweb09-en0002-82-19043,FALSE, clueweb09-enwp01-21-06362,TRUE, clueweb09-en0006-19-01495,FALSE, clueweb09-en0011-46-27959,TRUE, clueweb09-en0006-19-01492,FALSE, clueweb09-en0009-15-04303,FALSE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-enwp01-72-05668,TRUE, clueweb09-en0007-53-00210,FALSE, clueweb09-en0005-19-20471,FALSE, clueweb09-en0002-32-11305,FALSE, clueweb09-en0001-36-23622,FALSE, nr-clueweb09-en0001-67-33348,TRUE,3,1
38EHZ67RJQ8AHIN8II3OA5I5C4AGMO,3IX2EGZR7GZESKOVLYQ9H10JTCPJR5,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,66,1.1,28.712,0, film schools, , Education, nr-clueweb09-en0006-23-09737,TRUE, clueweb09-en0004-10-09021,TRUE, clueweb09-en0000-82-10741,TRUE, clueweb09-en0000-82-10837,FALSE, clueweb09-en0010-72-14256,TRUE, clueweb09-en0006-35-28810,FALSE, clueweb09-en0007-39-05035,TRUE, clueweb09-en0006-04-41263,FALSE, clueweb09-en0011-96-34229,TRUE, clueweb09-en0004-10-09023,TRUE, clueweb09-en0006-69-18506,FALSE, random-clueweb09-en0007-00-09110,FALSE, nr-clueweb09-en0001-10-02308,FALSE,6,1
38EHZ67RJQ8AHIN8II3OA5I5C4AGMO,3WRFBPLXRF4IS8UEP6H5SAEKWIO3NZ,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,63,1.05,27.708,0, What are the spiritual benefits of being a monk, , Spirituality, clueweb09-en0011-51-05988,FALSE, clueweb09-en0010-43-38144,FALSE, clueweb09-en0007-96-30107,FALSE, clueweb09-en0011-94-06386,FALSE, clueweb09-en0010-20-08915,FALSE, nr-clueweb09-en0006-61-22861,FALSE, random-clueweb09-en0006-35-27399,FALSE, clueweb09-en0007-32-10677,TRUE, clueweb09-en0004-43-20395,FALSE, clueweb09-enwp00-54-03465,TRUE, clueweb09-en0006-66-03358,FALSE, clueweb09-en0002-05-28677,TRUE, nr-clueweb09-en0010-28-37850,FALSE,3,0
3WRKFXQBPFNO7QIHR9R2PCIS0RGIY8,3R6BYFZZPCSIKEOBB75GRLUF1MKXF3,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,183,3.05,118.108,0, best male perfume, , Style, clueweb09-en0008-54-21332,TRUE, clueweb09-en0004-99-07867,FALSE, clueweb09-en0011-01-02287,FALSE, clueweb09-en0002-10-34509,FALSE, clueweb09-en0006-65-31851,FALSE, random-clueweb09-en0009-64-30845,FALSE, nr-clueweb09-en0011-01-02219,TRUE, clueweb09-en0002-10-34544,FALSE, clueweb09-en0011-51-04132,FALSE, clueweb09-en0005-69-03237,FALSE, clueweb09-en0011-85-08909,FALSE, clueweb09-en0007-07-27765,TRUE, nr-clueweb09-en0011-01-02195,FALSE,2,1
3WRKFXQBPFNO7QIHR9R2PCIS0RGIY8,3X1FV8S5J27WUPFBMCAGLLX6MQEGVK,AOTSBJGYMR4N8,1.62687E+12,1.62687E+12,73,1.216666667,28.409,0, types of rock, , Science, clueweb09-en0007-54-29259,TRUE, clueweb09-en0007-30-09786,TRUE, random-clueweb09-en0005-94-21396,FALSE, clueweb09-en0003-13-24387,FALSE, clueweb09-enwp03-26-08431,FALSE, clueweb09-en0000-40-10686,TRUE, clueweb09-en0006-52-16528,FALSE, clueweb09-en0007-80-06094,FALSE, nr-clueweb09-en0003-58-06164,FALSE, clueweb09-en0005-89-32193,FALSE, clueweb09-en0007-54-29258,TRUE, clueweb09-en0003-69-00212,FALSE, nr-clueweb09-en0002-71-30332,TRUE,4,1
3WRKFXQBPFNO7QIHR9R2PCIS0RGIY8,382M9COHEMVYXWUKBRANPWABV3TUEV,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,108,1.8,70.863,0, icarly, , Entertainment, clueweb09-en0003-13-33125,FALSE, random-clueweb09-en0008-25-06683,FALSE, clueweb09-en0005-60-35169,FALSE, clueweb09-en0002-04-00858,TRUE, clueweb09-en0010-03-20158,FALSE, clueweb09-enwp03-07-05800,TRUE, clueweb09-en0010-35-31389,TRUE, clueweb09-en0010-64-01326,TRUE, clueweb09-en0001-92-09662,TRUE, nr-clueweb09-enwp00-60-08125,TRUE, clueweb09-enwp02-01-04237,TRUE, clueweb09-en0003-46-12957,TRUE, nr-clueweb09-en0002-00-07668,FALSE,7,1
3WRKFXQBPFNO7QIHR9R2PCIS0RGIY8,3SKEMFQBZ8L3LZFH4AKLRZ5RI948KK,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,50,0.833333333,17.602,0, best dogs for families, , Pets, clueweb09-en0005-29-21391,FALSE, nr-clueweb09-en0007-38-06773,FALSE, clueweb09-en0003-37-12580,TRUE, clueweb09-en0004-65-26182,FALSE, clueweb09-en0011-35-03486,FALSE, clueweb09-en0004-73-33883,FALSE, clueweb09-en0007-04-00445,FALSE, clueweb09-en0005-17-42857,TRUE, random-clueweb09-en0011-47-15958,FALSE, clueweb09-en0010-33-19362,FALSE, clueweb09-en0005-90-33014,FALSE, clueweb09-en0011-90-07040,FALSE, nr-clueweb09-en0006-52-16821,FALSE,2,0
3WRKFXQBPFNO7QIHR9R2PCIS0RGIY8,3ZGVPD4G6YXH8E6R79YQ5APR0V9TZN,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,95,1.583333333,21.952,0, Best parenting advice, , Parenting, clueweb09-en0003-54-29505,FALSE, clueweb09-en0000-23-00165,FALSE, nr-clueweb09-en0011-46-38589,FALSE, clueweb09-en0009-22-06793,TRUE, clueweb09-en0011-55-09911,TRUE, clueweb09-en0001-38-15237,FALSE, clueweb09-en0006-64-03762,FALSE, clueweb09-en0009-40-02031,FALSE, clueweb09-en0011-55-10164,TRUE, random-clueweb09-en0000-87-03924,FALSE, clueweb09-en0005-85-00966,TRUE, clueweb09-en0006-52-14702,TRUE, nr-clueweb09-en0010-38-35627,FALSE,5,0
3ZXNP4Z3AV17I7UMP3YF4FQNDW1L7O,3HFNH7HEMMU4PHJU0DG6FYYY5YXQGY,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,188,3.133333333,103.987,0, date night ideas, , Relationships, clueweb09-en0009-38-25073,TRUE, clueweb09-en0007-50-15577,TRUE, clueweb09-en0003-90-04461,TRUE, nr-clueweb09-en0001-57-26928,FALSE, clueweb09-en0003-90-04462,TRUE, clueweb09-en0003-93-00086,FALSE, random-clueweb09-en0008-25-06683,FALSE, clueweb09-en0010-51-18516,FALSE, clueweb09-en0007-99-20740,FALSE, clueweb09-en0009-90-21415,FALSE, clueweb09-en0000-04-33905,TRUE, clueweb09-en0000-04-33911,FALSE, nr-clueweb09-en0001-57-26927,FALSE,5,0
3ZXNP4Z3AV17I7UMP3YF4FQNDW1L7O,3STRJBFXO17MJJ7578VGIV1EWMETKJ,AOTSBJGYMR4N8,1.62687E+12,1.62687E+12,73,1.216666667,27.979,0, best selling beatles album, , Entertainment, random-clueweb09-en0009-06-35915,FALSE, clueweb09-enwp02-00-10835,TRUE, nr-clueweb09-en0006-27-06335,FALSE, clueweb09-enwp02-00-12200,TRUE, clueweb09-en0002-89-17449,FALSE, clueweb09-en0001-21-03564,FALSE, clueweb09-en0008-31-09720,TRUE, clueweb09-en0000-25-25405,FALSE, clueweb09-en0005-11-01151,FALSE, clueweb09-en0011-18-38963,FALSE, clueweb09-en0005-34-30197,FALSE, clueweb09-en0010-93-24855,FALSE, nr-clueweb09-en0003-05-11860,FALSE,3,0
3ZXNP4Z3AV17I7UMP3YF4FQNDW1L7O,3JV9LGBJWYU1456EL0O2QT3YQXIOGR,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,37,0.616666667,6.825,0, walmart, , Shopping, clueweb09-en0000-41-08875,FALSE, clueweb09-en0003-32-19250,TRUE, clueweb09-en0011-65-18655,TRUE, clueweb09-en0011-65-18653,TRUE, clueweb09-en0000-41-08879,TRUE, nr-clueweb09-en0011-36-05160,FALSE, clueweb09-en0000-15-00533,TRUE, clueweb09-en0000-51-32412,TRUE, random-clueweb09-en0011-47-15958,FALSE, clueweb09-en0007-70-34597,TRUE, clueweb09-en0010-66-24039,TRUE, clueweb09-en0002-75-15862,TRUE, nr-clueweb09-en0011-36-05159,FALSE,9,0
3ZXNP4Z3AV17I7UMP3YF4FQNDW1L7O,3NQL1CS15WOWGG0BGIWMSL4ARMEYVA,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,41,0.683333333,14.784,0, 2004 primaries, , Politics, nr-clueweb09-en0007-61-37693,TRUE, random-clueweb09-en0002-86-03239,FALSE, clueweb09-enwp02-23-13544,TRUE, clueweb09-enwp03-23-08984,TRUE, clueweb09-en0003-65-12225,FALSE, clueweb09-en0002-18-20063,FALSE, clueweb09-en0004-47-15473,FALSE, clueweb09-en0001-61-07170,FALSE, clueweb09-en0009-83-23158,FALSE, clueweb09-en0010-47-20381,FALSE, clueweb09-en0001-44-42593,FALSE, clueweb09-en0004-84-19108,FALSE, nr-clueweb09-en0001-61-07235,FALSE,2,1
3ZXNP4Z3AV17I7UMP3YF4FQNDW1L7O,3B3WTRP3DGI8IOU1KWKVRZE8LF792V,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,62,1.033333333,24.08,0, Best cities to travel to in Africa, , Travel, clueweb09-en0000-05-13623,FALSE, clueweb09-en0000-39-08237,FALSE, clueweb09-en0005-47-17568,FALSE, clueweb09-en0011-00-25128,FALSE, clueweb09-en0007-56-08682,FALSE, random-clueweb09-en0003-33-30335,FALSE, clueweb09-en0007-56-10255,FALSE, clueweb09-en0011-52-15949,FALSE, clueweb09-en0003-76-29139,FALSE, nr-clueweb09-en0007-56-06357,FALSE, clueweb09-en0011-72-10782,TRUE, clueweb09-en0002-84-25673,TRUE, nr-clueweb09-en0007-56-06330,FALSE,2,0
34KYK9TV3VOHOWS2MT7WL3QEOG0BSE,3KOPY89HMDIM9I3TA8PDZ3X3NY23JE,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,183,3.05,117.018,0, USA female soccer team captain, , Sports, clueweb09-en0000-73-16830,FALSE, clueweb09-en0003-55-25568,FALSE, clueweb09-enwp01-15-06072,TRUE, clueweb09-en0011-03-00059,FALSE, clueweb09-en0003-71-08021,FALSE, clueweb09-en0002-33-05563,FALSE, clueweb09-en0011-44-06783,FALSE, clueweb09-en0000-65-17370,FALSE, random-clueweb09-en0009-77-38942,FALSE, clueweb09-en0005-43-10034,FALSE, nr-clueweb09-en0009-00-33424,FALSE, clueweb09-en0010-68-02343,FALSE, nr-clueweb09-en0003-71-07999,TRUE,1,1
34KYK9TV3VOHOWS2MT7WL3QEOG0BSE,3WEV0KO0OR8DQDOGQR434DA2AU5DS3,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,52,0.866666667,26.088,0, when to propose, , Relationships, clueweb09-en0007-67-25634,FALSE, clueweb09-en0002-06-07686,TRUE, clueweb09-en0007-67-26373,FALSE, clueweb09-en0007-27-31370,FALSE, clueweb09-en0008-86-33143,FALSE, clueweb09-en0000-40-14136,TRUE, random-clueweb09-en0003-07-27095,FALSE, nr-clueweb09-en0005-45-15223,FALSE, clueweb09-en0005-45-15222,FALSE, clueweb09-en0009-64-22539,FALSE, clueweb09-en0010-19-27893,FALSE, clueweb09-en0010-19-27900,FALSE, nr-clueweb09-en0007-67-27279,FALSE,2,0
34KYK9TV3VOHOWS2MT7WL3QEOG0BSE,3300DTYQT7X653N3UIQIFVDMSIMEQ9,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,335,5.583333333,25.408,0, amazon, , Shopping, nr-clueweb09-en0004-22-24375,TRUE, clueweb09-en0005-44-17074,FALSE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0006-16-01376,FALSE, clueweb09-en0007-24-16369,TRUE, clueweb09-en0006-16-01525,FALSE, clueweb09-en0000-52-20353,TRUE, clueweb09-en0000-52-20355,TRUE, clueweb09-en0009-42-35404,TRUE, clueweb09-en0002-69-17146,TRUE, clueweb09-en0004-48-18587,TRUE, clueweb09-en0001-81-32152,TRUE, nr-clueweb09-en0004-93-31273,FALSE,7,1
34KYK9TV3VOHOWS2MT7WL3QEOG0BSE,3TR2532VIUAL61QBTANB669NXPEJ6A,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,48,0.8,11.031,0, what are black holes, , Science, clueweb09-enwp00-61-21412,TRUE, clueweb09-en0011-67-26352,TRUE, clueweb09-en0005-11-20726,TRUE, clueweb09-en0007-94-08942,TRUE, random-clueweb09-en0007-49-03198,FALSE, clueweb09-en0000-86-15807,FALSE, clueweb09-en0010-39-00220,FALSE, clueweb09-en0010-39-05228,FALSE, nr-clueweb09-en0008-43-37002,FALSE, clueweb09-en0002-65-01349,FALSE, clueweb09-en0004-67-36164,FALSE, clueweb09-en0003-20-17891,TRUE, nr-clueweb09-en0003-44-32164,FALSE,5,0
34KYK9TV3VOHOWS2MT7WL3QEOG0BSE,30H4UDGLT7YJHFE1B3ZCSYSLWO5PMW,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,45,0.75,17.922,0, Is Amazon is the king of online shopping, , Shopping, clueweb09-en0009-98-20184,FALSE, clueweb09-en0010-98-32702,FALSE, clueweb09-en0000-69-08588,FALSE, random-clueweb09-en0007-00-09110,FALSE, clueweb09-en0000-92-15090,FALSE, clueweb09-en0004-28-11519,FALSE, clueweb09-en0006-25-38598,FALSE, clueweb09-en0008-61-06330,FALSE, clueweb09-en0006-25-38502,FALSE, clueweb09-en0011-48-21315,FALSE, nr-clueweb09-en0010-00-28880,FALSE, clueweb09-en0010-11-34736,TRUE, nr-clueweb09-en0002-53-24730,TRUE,1,1
39RRBHZ0BYHTYMCMM2S4I8HOENGVZ9,3JJVG1YBEGDJ5ESL0Z0PGCCATPIB5P,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,249,4.15,94.27,0, grand canyon, , Travel, clueweb09-en0011-28-03020,TRUE, nr-clueweb09-en0009-51-06729,TRUE, clueweb09-en0004-66-01963,TRUE, random-clueweb09-en0004-13-04016,FALSE, clueweb09-en0009-81-01574,TRUE, clueweb09-en0001-53-24441,FALSE, clueweb09-en0007-42-10000,TRUE, clueweb09-en0007-42-10002,FALSE, clueweb09-en0007-90-22212,TRUE, clueweb09-en0011-20-00174,TRUE, clueweb09-en0003-70-23527,TRUE, clueweb09-en0007-76-32502,FALSE, nr-clueweb09-en0010-30-17585,FALSE,7,1
39RRBHZ0BYHTYMCMM2S4I8HOENGVZ9,35K3O9HUAGT9EEXUG2FO3W98LGCEFE,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,58,0.966666667,21.372,0, healthy treats for cats, , Pets, clueweb09-en0002-80-36300,TRUE, clueweb09-en0003-73-24226,TRUE, clueweb09-en0009-56-05610,FALSE, clueweb09-en0011-40-16130,TRUE, clueweb09-en0000-23-27452,TRUE, clueweb09-en0007-03-19577,TRUE, nr-clueweb09-en0009-56-05646,FALSE, clueweb09-en0002-80-36237,FALSE, clueweb09-en0010-34-13416,FALSE, clueweb09-en0001-67-33894,FALSE, clueweb09-en0008-11-01645,TRUE, random-clueweb09-en0000-21-15033,FALSE, nr-clueweb09-en0009-56-05645,FALSE,6,0
39RRBHZ0BYHTYMCMM2S4I8HOENGVZ9,3K4J6M3CXJ9C21CDBHJKPYJT1GEGAK,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,232,3.866666667,9.917,0, tiger woods, , Sports, clueweb09-enwp01-79-11640,TRUE, clueweb09-en0002-08-02706,FALSE, clueweb09-en0006-33-03328,FALSE, clueweb09-enwp00-77-06911,TRUE, clueweb09-en0000-95-22205,FALSE, nr-clueweb09-en0004-02-03258,FALSE, clueweb09-en0005-47-06861,TRUE, random-clueweb09-en0007-29-30662,FALSE, clueweb09-en0002-09-07830,TRUE, clueweb09-en0007-12-23514,FALSE, clueweb09-en0010-92-02473,FALSE, clueweb09-en0006-62-34965,TRUE, nr-clueweb09-en0001-51-11424,TRUE,5,1
39RRBHZ0BYHTYMCMM2S4I8HOENGVZ9,3KWTYT0875JVINEXRCPJUF8F5J5L5V,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,47,0.783333333,15.178,0, when to move in together, , Relationships, random-clueweb09-en0006-35-27399,FALSE, clueweb09-en0010-65-16117,FALSE, nr-clueweb09-en0010-37-36626,FALSE, clueweb09-en0000-77-13728,TRUE, clueweb09-en0011-04-29824,FALSE, clueweb09-en0008-46-29125,FALSE, clueweb09-en0008-55-26646,FALSE, clueweb09-en0004-83-13342,TRUE, clueweb09-en0006-66-37187,FALSE, clueweb09-en0007-58-04833,FALSE, clueweb09-en0004-79-28516,FALSE, clueweb09-en0006-67-06257,FALSE, nr-clueweb09-en0004-11-38170,FALSE,2,0
