HITid,AssignmentId,WorkerId,Time,Minutes,Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,Num Relevant Selected,Num NR Selected
3FSEU3P2OVGS3O9E31THV8QMH8LRRX,3YZ8UPK3VY2J0YA6F04SZ8A7RRBCUU,A1L1S0IAPZB4MO,120.0,2.0," who won the golden globe awards?"," See red carpet looks and who won best picture"," Entertainment"," nr-clueweb09-en0008-03-02255",false," clueweb09-en0001-07-13249",false," clueweb09-en0000-00-20929",false," clueweb09-en0004-08-13538",false," clueweb09-en0000-14-12394",true," clueweb09-en0003-16-11209",false," clueweb09-en0003-16-11212",false," clueweb09-en0001-49-09973",false," clueweb09-en0000-13-18876",false," clueweb09-en0007-72-12290",false," clueweb09-en0007-50-35529",false," nr-clueweb09-en0003-06-25776",false,1,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,33JKGHPFYHAJEU2OVOMKO9NPD88NMF,A23G0PXK4HL0C3,56.0,0.9333333333333333," How to make a Manhattan"," A recipe for classic variations of the Manhattan"," Food &amp; Drink"," clueweb09-en0009-18-08416",false," clueweb09-en0001-10-04314",false," clueweb09-en0005-63-13982",false," clueweb09-en0008-91-42671",false," clueweb09-en0008-18-18132",false," clueweb09-en0008-87-39232",false," clueweb09-en0007-44-06005",false," nr-clueweb09-en0005-32-27342",false," clueweb09-en0010-96-05956",false," clueweb09-en0002-15-18737",false," clueweb09-en0005-84-20454",false," nr-clueweb09-en0005-59-37122",false,0,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,373ERPL3YTO86NK0XS4DJ7NR8DVRTA,A3HFMV7EIP4305,776.0,12.933333333333334," Where are the best places to shop for kids."," This would help me find the best places to get gifts for my friend's kids as well as my future kids. This could also be good to give as a recommendation for family members kids'."," Shopping"," clueweb09-en0002-32-24414",false," clueweb09-en0001-59-17388",true," clueweb09-en0003-35-01434",false," clueweb09-en0001-12-16317",false," clueweb09-en0004-95-02080",false," clueweb09-en0004-95-02018",false," clueweb09-en0001-68-25080",false," nr-clueweb09-en0010-35-00345",true," clueweb09-en0002-52-28498",false," clueweb09-en0005-33-29671",false," clueweb09-en0004-85-28175",true," nr-clueweb09-en0010-30-19486",false,2,1
38RHULDVA2VKILNHC89E4FXCMRHWI1,3LEP4MGT3LGE9R7EF5I8EO01N58BD2,A3T5UAYFKJBVTA,57.0,0.95," home decoration"," I intent to find home decoration websites, service, or advice."," Home"," clueweb09-en0003-64-28025",false," clueweb09-en0000-25-21829",false," clueweb09-en0003-41-27177",false," clueweb09-en0000-78-25250",false," clueweb09-en0004-21-11360",true," clueweb09-en0000-36-29340",false," clueweb09-en0002-89-11982",false," clueweb09-en0001-41-23777",true," clueweb09-en0006-97-30981",true," nr-clueweb09-en0006-79-36572",false," clueweb09-en0002-91-02798",false," nr-clueweb09-en0006-79-36571",false,3,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,3PJ71Z61R9I1T3C51SKHMG42A82910,A26F3K30VFCT8C,170.0,2.8333333333333335," How to obtain valuable Pokemon cards"," This query is intended to help the user find valuable Pokemon cards. Useful documents might be links to Pokemon cards for sale, or websites with information on where you can buy Pokemon cards."," Crafts &amp; Hobbies"," clueweb09-en0004-51-37194",false," clueweb09-en0010-76-05483",true," clueweb09-en0010-76-05432",true," clueweb09-en0003-47-18147",false," clueweb09-en0011-64-03645",true," clueweb09-en0006-01-31712",true," clueweb09-en0003-52-02251",true," nr-clueweb09-en0010-39-25761",true," clueweb09-en0004-03-37532",true," clueweb09-en0011-10-03067",true," clueweb09-en0002-37-27334",true," nr-clueweb09-en0004-03-37543",true,8,2
38RHULDVA2VKILNHC89E4FXCMRHWI1,32N49TQG3LYVKY280CI6PZM25USAV6,A3BMEVFSETVOUR,159.0,2.65," new snacks 2009"," I would want to see new snacks. Like maybe new cereals or candy flavors."," Food &amp; Drink"," clueweb09-en0001-96-33761",false," clueweb09-en0010-82-24274",false," clueweb09-en0006-66-30070",false," clueweb09-en0002-79-00070",false," clueweb09-en0011-41-28049",false," nr-clueweb09-en0008-62-02505",false," clueweb09-en0005-13-20810",false," clueweb09-en0008-90-33230",false," clueweb09-en0010-82-24275",false," clueweb09-en0008-80-11207",true," clueweb09-en0002-78-21689",false," nr-clueweb09-en0011-15-29220",false,1,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,37Q970SNZJOJYI84AYK83B9S2WT1S5,A2PD9SHVWNX7Q2,271.0,4.516666666666667," Donald trump"," I intended to know more about the latest news of of Donald Trump"," Politics"," nr-clueweb09-en0011-48-08287",false," clueweb09-en0009-23-17041",false," clueweb09-en0000-69-19105",false," clueweb09-en0011-64-06866",false," clueweb09-en0009-60-32642",false," clueweb09-en0009-44-34195",true," clueweb09-en0010-08-20284",false," clueweb09-en0009-85-40830",false," clueweb09-en0011-64-06819",false," clueweb09-en0009-23-17039",false," clueweb09-en0005-23-12149",false," nr-clueweb09-en0000-91-24128",false,1,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,3NGI5ARFTYLMLQSCIHGE864HFCM1PP,A2WGW5Y3ZFBDEC,335.0,5.583333333333333," best japanese restaurants Tucson, AZ"," It should find listings on review sites of highly rated Japanese restaurants within 20 miles of Tucson, AZ (or whatever my current location is). It could also return the websites of restaurants, presuming there's also some third party site that recommends them. It could be any kind of Japanese restaurant, sushi, Beni-hana type grilled fare, or even a soup/noodle place."," Food &amp; Drink"," clueweb09-en0001-69-04689",false," clueweb09-en0008-26-20355",true," clueweb09-en0002-84-00355",false," clueweb09-en0008-34-14371",false," nr-clueweb09-en0000-21-16332",false," clueweb09-en0004-66-01971",false," clueweb09-en0011-52-16889",false," clueweb09-en0004-66-01970",false," clueweb09-en0002-84-00380",true," clueweb09-en0010-37-13431",false," clueweb09-en0009-16-15630",true," nr-clueweb09-en0000-84-12330",false,3,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,30X31N5D686FS6L46HD1EC2V6QYSAJ,A3UWHJTAUTF6TO,199.0,3.316666666666667," best works of picasso."," i intend to find information on picasso's greatest works. explanation on why it is a great work would be useful."," Arts"," nr-clueweb09-enwp03-14-05240",false," clueweb09-en0005-64-11154",false," clueweb09-en0003-27-06935",false," clueweb09-en0004-60-03248",true," clueweb09-en0005-63-13916",true," clueweb09-en0010-81-09599",true," clueweb09-en0008-85-29955",false," clueweb09-en0007-69-17400",true," clueweb09-en0010-31-34906",false," clueweb09-en0011-25-32837",false," clueweb09-en0005-88-04733",false," nr-clueweb09-enwp01-53-19814",false,4,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,3TESA3PJ36QDWCHOJN7KBUYP8I6MMM,A2VQ2M0S1NATGC,424.0,7.066666666666666," augmented reality movie"," Movies with 3d, 4d and advanced reality features are most express to entertain."," Entertainment"," clueweb09-en0000-03-02599",true," clueweb09-en0000-03-02622",false," clueweb09-en0011-30-39309",false," clueweb09-enwp01-89-07511",true," nr-clueweb09-en0010-39-25646",false," clueweb09-en0006-84-40269",false," clueweb09-en0002-86-04905",false," clueweb09-en0004-79-00588",false," clueweb09-en0011-33-12545",false," clueweb09-en0002-30-10219",true," clueweb09-en0001-94-25407",false," nr-clueweb09-en0002-40-26287",false,3,0
38RHULDVA2VKILNHC89E4FXCMRHWI1,3I02618YA5M2UNJAK5QYJ89EQANPUI,A2GIT09BQEUM9M,126.0,2.1," homemade biscuits and gravy"," how to make home made biscuits and gravy, what ingredients to use, little tricks to make the best ones."," Food &amp; Drink"," clueweb09-en0005-19-28832",false," nr-clueweb09-en0004-05-30914",false," clueweb09-en0003-89-08407",true," clueweb09-en0000-27-00847",false," clueweb09-en0007-33-32524",true," clueweb09-en0007-33-31840",true," clueweb09-en0004-87-30530",false," clueweb09-en0006-29-05374",false," clueweb09-en0005-32-31801",false," clueweb09-en0004-67-12404",false," clueweb09-en0008-52-19895",true," nr-clueweb09-en0001-99-04179",false,4,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3OF2M9AATL4I5VG4D0KY4J2UYHIZK0,A3TPW4JUUJDUFI,255.0,4.25," about fitness"," To know about fitness"," Health &amp; Wellness"," clueweb09-en0001-02-17338",false," clueweb09-en0001-88-09084",true," nr-clueweb09-en0004-75-03496",false," clueweb09-en0001-88-09088",false," clueweb09-en0005-15-20696",false," clueweb09-en0005-07-19188",false," clueweb09-en0001-02-17271",false," clueweb09-en0005-07-19194",false," clueweb09-en0008-18-22885",false," clueweb09-en0005-94-25485",false," clueweb09-en0005-27-36518",false," nr-clueweb09-en0005-99-24411",false,1,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3KJYX6QCMER6LR5CUIVJIYPLVHDJVM,A3EO5H2EI4G4TC,885.0,14.75," simple crafts method"," how can i craft  to decorate my house"," Crafts &amp; Hobbies"," clueweb09-en0010-28-31590",false," nr-clueweb09-en0010-81-00171",true," clueweb09-en0006-58-13310",false," clueweb09-en0010-61-12410",false," clueweb09-en0001-54-05311",false," clueweb09-en0005-33-22468",false," clueweb09-en0006-50-25804",false," clueweb09-en0006-81-31318",false," clueweb09-en0008-32-19480",false," clueweb09-en0010-49-15288",false," clueweb09-en0001-66-19139",true," nr-clueweb09-en0004-81-04482",false,1,1
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3HUTX6F6VZ3BPBY7ML3DOP9WXDW2OI,A23G0PXK4HL0C3,140.0,2.3333333333333335," What plants are toxic for cats and dogs"," I intend to find a list of plant species that are clinically proven to be dangerous for cats and dogs to ingest"," Pets"," nr-clueweb09-en0001-11-10175",false," clueweb09-en0000-38-07245",true," clueweb09-en0000-47-08701",true," clueweb09-en0003-79-31421",true," clueweb09-en0010-91-05608",false," clueweb09-en0002-33-27742",false," clueweb09-en0003-39-00448",false," clueweb09-en0002-22-18369",true," clueweb09-en0009-37-09368",false," clueweb09-en0007-81-35560",false," clueweb09-en0007-20-01125",true," nr-clueweb09-en0007-98-27153",false,5,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3DEL4X4ELB1OK556GXX4G61UOWXXY0,A23NL8JRP9Q0U5,478.0,7.966666666666667," home remedies for a constipated cat"," Actual safe remedies that I could administer myself, and not tell me to seek an appointment with a veterinarian. Something I could buy over the counter. Dosage according to cats weight. Possible side effects."," Pets"," clueweb09-en0009-15-09280",false," clueweb09-en0008-59-18569",false," clueweb09-en0009-65-36473",false," clueweb09-en0004-57-18292",false," clueweb09-en0009-54-08061",false," clueweb09-en0005-77-23928",false," clueweb09-en0005-98-18549",false," clueweb09-en0004-11-24059",true," nr-clueweb09-en0007-47-03688",false," clueweb09-en0007-32-27040",false," clueweb09-en0010-38-06256",false," nr-clueweb09-en0007-47-03651",false,1,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,39OWYR0EPP77KJELG3RIAZ1NKR4FYU,A26F3K30VFCT8C,145.0,2.4166666666666665," Jonas Brothers best hits"," This query is intending to find all of the Jonas Brothers top songs. A relevant document might include articles about the Jonas Brothers and their top songs, or Billboard chart data, or links to download their music."," Entertainment"," clueweb09-en0011-38-04087",true," clueweb09-en0010-96-24579",true," clueweb09-en0007-07-35618",false," clueweb09-enwp00-94-16222",true," nr-clueweb09-enwp01-14-01571",true," clueweb09-en0007-07-36538",true," clueweb09-en0000-74-11442",true," clueweb09-en0002-80-06212",false," clueweb09-enwp00-88-15797",true," clueweb09-en0000-74-11437",true," clueweb09-en0002-04-07523",true," nr-clueweb09-enwp02-06-03933",true,8,2
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3OHYZ19UGHL0UETBZ0WSU7SU91TAO2,A3HFMV7EIP4305,73.0,1.2166666666666666," Good Tv shows"," Finding something good to watch. New shows to binge."," Entertainment"," clueweb09-en0010-11-06560",true," clueweb09-en0004-78-21409",false," clueweb09-en0010-11-06606",true," clueweb09-en0007-33-10526",true," clueweb09-enwp01-49-16984",true," clueweb09-enwp01-85-12069",true," nr-clueweb09-en0004-34-04226",false," clueweb09-en0001-08-27346",true," clueweb09-en0009-35-32273",false," clueweb09-en0000-95-24083",false," clueweb09-en0003-63-28565",true," nr-clueweb09-en0004-34-04224",false,7,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,30ZX6P7VFDBXO07A68B8GTSAYJR2J4,A3UJI5LFYX4HCG,111.0,1.85," rose wines"," Popular rose wines, how exactly is a rose made. How to buy rose wine online, or where to find it."," Food &amp; Drink"," clueweb09-en0005-34-21027",false," clueweb09-en0008-88-18505",false," clueweb09-en0007-85-05751",true," clueweb09-en0007-20-21124",true," clueweb09-en0011-26-32314",false," clueweb09-en0007-85-05739",false," clueweb09-en0004-89-32841",false," clueweb09-en0010-95-34081",false," nr-clueweb09-enwp03-09-01804",false," clueweb09-en0004-00-20247",false," clueweb09-en0004-52-32208",true," nr-clueweb09-enwp03-35-06677",false,3,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,32AT8R96GQPZ7FZ2CMUSEDEPDTPUSW,A3UWHJTAUTF6TO,141.0,2.35," marriage problems advice"," i intend to advice on how to fix issues in a marriage. professional advice from therapists would be very useful instead of generic magazine advice."," Relationships"," clueweb09-en0006-12-16666",true," clueweb09-en0010-61-01948",true," clueweb09-en0010-61-01950",true," clueweb09-en0008-54-08123",true," nr-clueweb09-en0002-02-07710",false," clueweb09-en0003-02-18923",true," clueweb09-en0011-46-38632",false," clueweb09-en0010-54-18866",true," clueweb09-en0008-83-15560",true," clueweb09-en0008-97-03394",true," clueweb09-en0006-57-15981",false," nr-clueweb09-en0006-46-16207",true,8,1
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3KAKFY4PGZIQE7JNSQ4DN2I2RI43I6,A3BMEVFSETVOUR,230.0,3.8333333333333335," 2009 astronomical phenomena"," I would want to see what comets, meteors, stars, etc. were visible in 2009 and on what days. Some pictures would be cool too."," Science"," clueweb09-en0000-08-18524",true," clueweb09-en0007-64-22421",true," clueweb09-en0009-47-22601",false," clueweb09-en0000-08-18532",true," clueweb09-en0007-66-31560",false," clueweb09-en0000-91-16582",true," clueweb09-en0000-21-01404",true," clueweb09-en0009-47-22773",false," clueweb09-en0009-36-38670",true," nr-clueweb09-en0009-00-25458",false," clueweb09-en0000-91-16589",true," nr-clueweb09-en0004-16-33697",false,7,0
3DQYSJDTZPRNRGQLQUF9LJDR30GEX3,3Z7ISHFUH5BYAUE34BNVEET33I1Z8W,A2BVS5FSVXG48A,166.0,2.7666666666666666," what is the maximum number of pets should one have in a simple homestead?"," explores to show the maximum number of pets people should stock to avoid injury in homes"," Pets"," clueweb09-en0011-14-02167",true," clueweb09-en0009-55-05802",true," clueweb09-en0011-71-09362",true," clueweb09-en0002-04-14829",true," clueweb09-en0010-11-05514",false," clueweb09-en0005-56-33506",true," clueweb09-en0007-53-14711",true," clueweb09-en0005-30-04993",false," nr-clueweb09-en0007-83-22593",true," clueweb09-en0009-81-04251",true," clueweb09-en0011-98-35567",true," nr-clueweb09-en0006-30-10531",true,8,2
3W31J70BBWC2AI70VKUP515MMFOCKJ,39ZSFO5CADC68CGCPSLEMCN2HA9UJD,AVMK8HV2B8V3,333.0,5.55," gaming laptop cheap"," documents that show price and specs"," Technology"," clueweb09-en0009-85-46156",true," clueweb09-en0002-31-00611",true," nr-clueweb09-en0002-91-08929",false," clueweb09-en0002-91-08822",false," clueweb09-en0009-85-46157",false," clueweb09-en0002-91-08830",true," clueweb09-en0003-07-26918",false," clueweb09-en0006-45-31622",false," clueweb09-en0000-77-13666",false," clueweb09-en0006-52-16072",false," clueweb09-en0000-55-06876",false," nr-clueweb09-en0002-91-08913",false,3,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,3CCZ6YKWRCZ0HLDO2FMTP6HJMO659D,A26F3K30VFCT8C,183.0,3.05," How I met your Mother"," This query is intending to find information on the TV show How I met your mother. Useful documents might include reviews of the show, airtime schedules, cast & crew, or summaries of the episodes."," Entertainment"," clueweb09-en0011-74-36994",false," clueweb09-en0001-21-31818",true," nr-clueweb09-en0003-29-11544",true," clueweb09-en0003-03-10545",true," clueweb09-en0004-53-20355",true," clueweb09-en0001-24-07370",false," clueweb09-en0003-75-15030",false," clueweb09-en0011-02-22942",false," clueweb09-en0003-65-24007",true," clueweb09-en0005-12-15235",false," clueweb09-en0005-12-15240",true," nr-clueweb09-en0003-29-11542",false,5,1
3W31J70BBWC2AI70VKUP515MMFOCKJ,30BXRYBRP9DN9AARWSXUSNSKPYJHWX,AXXWTCAPW93Y3,89.0,1.4833333333333334," alaia blanche"," It's intended to find a list of retailers that sell that specific product and what their prices are. It would be useful to also see shipping costs and promotions."," Shopping"," clueweb09-en0005-86-08446",true," clueweb09-en0007-27-07867",false," clueweb09-en0006-80-32302",false," clueweb09-enwp00-21-03089",false," nr-clueweb09-en0006-42-34765",false," clueweb09-en0004-25-41816",false," clueweb09-en0003-83-05374",false," clueweb09-en0002-56-28626",false," clueweb09-en0002-56-28565",false," clueweb09-en0010-37-04188",false," clueweb09-en0002-60-31630",false," nr-clueweb09-enwp00-81-11926",false,1,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,30BUDKLTXIBHCH45AQ2FHKIUDLO5EP,A3UWHJTAUTF6TO,136.0,2.2666666666666666," apple products"," i intend to find the latest official products from apple. specs, prices, and any other information useful for purchases is needed."," Technology"," clueweb09-en0005-88-12633",false," clueweb09-en0000-03-09550",true," clueweb09-enwp00-07-19800",false," clueweb09-enwp00-06-19875",false," clueweb09-en0002-40-20533",true," clueweb09-en0005-06-37293",true," clueweb09-en0002-35-32003",false," clueweb09-en0005-63-12535",false," clueweb09-en0011-35-11476",false," nr-clueweb09-en0004-27-30555",false," clueweb09-en0010-92-35689",true," nr-clueweb09-en0006-03-05716",true,4,1
3W31J70BBWC2AI70VKUP515MMFOCKJ,3MTMREQS40Y8ZN2DQMN2B15GC3UAWG,A3BMEVFSETVOUR,414.0,6.9," hawaii tickets"," I want to know how much tickets to hawaii were in 2009. It would be cool to see what they were compared to today. The URL should show next to the title and list a price."," Travel"," clueweb09-en0005-93-20935",false," clueweb09-en0006-18-29024",false," clueweb09-en0005-05-06951",false," clueweb09-en0003-43-11288",true," clueweb09-en0005-29-10400",false," clueweb09-en0011-72-17757",false," clueweb09-en0009-99-25609",true," clueweb09-en0004-42-35607",false," nr-clueweb09-en0000-15-01670",false," clueweb09-en0008-00-35059",false," clueweb09-en0010-96-24523",false," nr-clueweb09-en0006-95-22607",false,2,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,386PBUZZXKD3PMTIGETDVPRJ4JKLJE,A2BVS5FSVXG48A,153.0,2.55," how big is mars?"," size of a continent"," Science"," clueweb09-en0001-63-26664",true," clueweb09-en0002-81-00413",true," clueweb09-en0004-46-13908",true," clueweb09-en0001-63-26665",false," clueweb09-en0005-21-27090",true," clueweb09-en0004-43-26915",true," clueweb09-en0004-80-23722",false," clueweb09-en0003-20-18482",false," clueweb09-en0002-71-12254",true," nr-clueweb09-en0004-31-35833",true," clueweb09-en0002-14-18177",false," nr-clueweb09-en0010-47-25423",false,6,1
3W31J70BBWC2AI70VKUP515MMFOCKJ,3P4RDNWNDAM1ZLLCVBW039ZRNFRJIZ,A3T9K2RY06UO14,102.0,1.7," Covid effect long-term"," Few people are thinking about the problems of COVID even if someone doesn't die. I want to know what has been found thus far."," Health &amp; Wellness"," clueweb09-en0006-92-38859",false," clueweb09-en0000-83-04022",false," nr-clueweb09-en0008-54-28784",false," clueweb09-en0009-34-28427",false," clueweb09-en0009-34-28428",false," clueweb09-en0009-18-34733",false," clueweb09-en0006-77-01171",false," clueweb09-en0006-92-38860",false," clueweb09-en0007-68-34572",false," clueweb09-en0001-56-26321",false," clueweb09-en0007-38-40233",false," nr-clueweb09-en0009-41-24039",false,0,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,3EG49X351ZSM1LV0AE2CXFH1PMBX67,A2PD9SHVWNX7Q2,149.0,2.4833333333333334," 5G USA"," To find all the latest news concerning the 5G coverage in USA"," Technology"," clueweb09-en0008-96-05388",true," clueweb09-en0010-95-09479",false," clueweb09-en0011-72-23453",false," clueweb09-en0011-72-23454",false," clueweb09-en0000-93-10355",false," clueweb09-en0001-61-28833",false," clueweb09-en0011-72-24783",false," clueweb09-en0011-45-06874",false," clueweb09-en0000-93-10353",false," nr-clueweb09-en0010-34-03408",false," clueweb09-en0006-05-14846",false," nr-clueweb09-en0005-54-31935",false,1,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,3WOKGM4L76W4T1VT7YZZ51GH0FLO0T,A1L1S0IAPZB4MO,193.0,3.216666666666667," credit scores"," how to raise your credit scores"," Politics"," clueweb09-en0000-35-30137",false," clueweb09-en0000-08-14615",true," nr-clueweb09-en0008-87-05645",false," clueweb09-en0000-08-14617",false," clueweb09-en0005-52-29459",false," clueweb09-en0000-35-30138",false," clueweb09-en0005-52-29447",false," clueweb09-en0005-75-32480",false," clueweb09-en0000-89-05263",false," clueweb09-en0010-09-22701",false," clueweb09-en0002-78-11791",false," nr-clueweb09-en0002-46-20665",false,1,0
3W31J70BBWC2AI70VKUP515MMFOCKJ,3TXD01ZLD9XG5UXRMLYAGAYJZDP4U2,A9OOV3976AFYF,584.0,9.733333333333333," Samsung Phone Releases 2021"," I would like to find out if there are any new recent or upcoming Samsung smartphone releases."," Technology"," nr-clueweb09-en0008-02-09411",false," clueweb09-en0011-16-06771",false," clueweb09-en0002-16-24392",false," clueweb09-en0010-83-03097",false," clueweb09-en0005-60-08712",false," clueweb09-en0011-34-12958",false," clueweb09-en0005-60-08591",false," clueweb09-en0011-29-35844",false," clueweb09-en0002-16-24393",false," clueweb09-en0009-30-24334",true," clueweb09-en0011-95-04441",false," nr-clueweb09-enwp01-28-01758",false,1,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3I33IC7ZWKIMN746C2YVNUPR8WS2AJ,A3S3IJ880LPJ58,309.0,5.15," best dog breed for kids"," A list of friendly, non-aggressive dog breeds. A set of pictures showing dog breeds that are notoriously good with children. A paper written by a veterinarian regarding research on docile dog breeds."," Pets"," clueweb09-en0001-48-07142",false," clueweb09-en0006-52-14056",true," clueweb09-en0000-26-08658",false," clueweb09-en0004-44-11696",true," nr-clueweb09-en0001-30-00659",true," clueweb09-en0011-18-18917",false," clueweb09-en0001-48-07178",true," clueweb09-en0002-32-23784",true," clueweb09-en0005-84-20418",true," clueweb09-en0001-30-00608",true," clueweb09-en0008-94-08393",false," nr-clueweb09-en0001-30-00628",true,6,2
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,39LNWE0K4ZCAD1W67A0EAB824VNIUS,A3UWHJTAUTF6TO,91.0,1.5166666666666666," angelina jolie movies"," I intend to find angelina jolie movies. List of best movies or the latest movies of angelina jolie would be useful."," Entertainment"," clueweb09-en0005-33-25417",false," clueweb09-en0010-05-23889",false," clueweb09-en0000-21-11098",true," clueweb09-en0000-31-14098",false," nr-clueweb09-en0004-16-00840",true," clueweb09-en0005-83-07016",false," clueweb09-en0000-82-11025",false," clueweb09-en0000-04-08245",false," clueweb09-en0008-31-32092",true," clueweb09-en0006-74-28943",false," clueweb09-en0010-80-04297",false," nr-clueweb09-en0006-32-15465",false,2,1
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3LJ7UR74RMT3A4DIPKMO2F6PRHT4N7,A249LDVPG27XCE,476.0,7.933333333333334," akc competitions for mixed breeds"," If the AKC has any competitions, thinking obedience, field trials, etc. The document would provide AKC's stance or preferably be from the AKC website. The document would define and name the competitions and requirements for competing."," Pets"," clueweb09-enwp01-43-00089",false," nr-clueweb09-en0004-69-36178",false," clueweb09-enwp01-47-01437",false," clueweb09-en0002-24-15931",true," clueweb09-en0003-43-35252",false," clueweb09-en0006-92-17075",false," clueweb09-en0001-49-05813",false," clueweb09-en0000-26-08656",false," clueweb09-en0003-06-09484",false," clueweb09-en0010-86-13093",true," clueweb09-en0006-92-16719",false," nr-clueweb09-en0005-13-33462",false,2,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3S96KQ6I9RKE5D1VFR9TEI6NTC9DTV,A3BMEVFSETVOUR,466.0,7.766666666666667," ashtray ceramic DIY"," I would want to learn to make an ashtray from clay or something. I would love to find a website with a step by step guide to making my own ashtray."," Crafts &amp; Hobbies"," clueweb09-en0006-45-25381",false," clueweb09-en0011-31-21358",false," clueweb09-en0011-31-21161",false," clueweb09-en0009-17-18863",false," clueweb09-en0006-28-16876",false," clueweb09-en0009-11-39678",false," clueweb09-en0002-98-30206",false," clueweb09-en0009-17-26357",false," clueweb09-en0002-66-07291",false," nr-clueweb09-en0002-31-28475",false," clueweb09-en0008-90-38851",false," nr-clueweb09-en0002-31-28473",false,0,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,35DR22AR5I0N428IRC4EQC5HFV93X7,A3T9K2RY06UO14,130.0,2.1666666666666665," panic index doom index"," i don't remember the exact term, but there is an index that is used to predict bubbles. it has to do with the size of the stock market vs. size of the economy."," Economy &amp; Finance"," clueweb09-en0001-21-04207",false," clueweb09-en0003-82-32886",false," clueweb09-en0008-49-20736",false," clueweb09-en0010-79-08442",false," clueweb09-en0001-21-03876",false," clueweb09-en0010-96-15070",false," clueweb09-en0001-35-31083",false," nr-clueweb09-en0011-89-14290",true," clueweb09-en0008-49-20144",false," clueweb09-en0001-79-28314",false," clueweb09-en0008-64-23073",false," nr-clueweb09-en0011-89-14287",false,0,1
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3WMINLGALGJZLPW89VN1Z7YDKNBCA8,A19FEZUCRLSLSX,1191.0,19.85," electric cars"," This technology query intended to find information about electric cars. What they are and how they work. To make the document relevant and useful it should contain information and images regarding to the technology i searched for and how it can change the future."," Technology"," clueweb09-en0007-36-06667",false," clueweb09-en0001-09-05198",true," clueweb09-en0002-98-06573",true," clueweb09-en0004-33-33861",true," clueweb09-en0008-23-15435",true," clueweb09-en0009-37-23357",true," clueweb09-en0010-88-10081",false," clueweb09-enwp00-00-17653",false," clueweb09-en0007-36-06623",false," nr-clueweb09-en0005-71-14130",false," clueweb09-en0000-22-26075",false," nr-clueweb09-en0002-49-34316",false,5,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,39OWYR0EPP77KJELG3RIAZ1NKR8FYY,A28HWJIJNRZ157,232.0,3.8666666666666667," cat"," find the best cat to keep at home"," Pets"," nr-clueweb09-en0008-99-09315",false," clueweb09-en0000-23-27442",true," clueweb09-en0004-01-27668",true," clueweb09-en0008-70-33735",false," clueweb09-en0005-05-12530",true," clueweb09-en0000-23-27449",true," clueweb09-en0008-90-07108",false," clueweb09-en0008-90-06624",false," clueweb09-en0003-07-22182",true," clueweb09-en0003-13-14813",true," clueweb09-en0008-99-09318",true," nr-clueweb09-en0004-35-17810",false,7,0
3IZPORCT2JPFEUVB7WHNH4OGUZNHRQ,3RGU30DZTFONV4B3GQUSV2684OCJMG,A1L1S0IAPZB4MO,166.0,2.7666666666666666," what was the score?"," looking up basketball statistics and"," Sports"," clueweb09-en0004-86-09450",false," clueweb09-en0003-58-32672",false," clueweb09-en0009-76-11421",false," clueweb09-en0009-76-11340",false," clueweb09-en0008-77-10502",false," nr-clueweb09-en0010-33-27066",true," clueweb09-en0003-42-04066",false," clueweb09-en0003-58-32667",false," clueweb09-en0010-59-00616",false," clueweb09-en0010-62-28878",false," clueweb09-en0006-94-05177",false," nr-clueweb09-en0008-93-14357",false,0,1
