HITid,AssignmentId,WorkerId,Time,Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected
375VSR8FW0P15FV5DINUHBSLPWHRZG,3SITXWYCN0PS7XCV65JK8V3TZNNBX3,A3S53ST810LO7P,691000, Cheeze pizza nearby, Finding cheese pizza stores nearby me, Food &amp; Drink, clueweb09-en0007-81-01853,FALSE, clueweb09-en0005-78-29671,TRUE, clueweb09-en0002-08-32657,FALSE, clueweb09-en0002-54-31145,FALSE, clueweb09-en0003-30-25972,TRUE, clueweb09-en0002-54-31357,FALSE, clueweb09-en0011-37-00926,TRUE, clueweb09-en0011-37-01103,TRUE, clueweb09-en0000-11-30008,TRUE, clueweb09-en0000-11-30007,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,3NGMS9VZTQY1KSXQBDZULEU7AGCFFR,A3FLBC6LC5GJ3W,73000, Formula 1," Formula 1 calendar, Formula 1 teams, Formula 1 drivers, Formula 1 tracks", Entertainment, clueweb09-en0001-33-07475,FALSE, clueweb09-en0002-97-03764,FALSE, clueweb09-en0003-46-24761,FALSE, clueweb09-en0009-71-22248,FALSE, clueweb09-en0002-16-03540,FALSE, clueweb09-en0010-10-14931,FALSE, clueweb09-en0001-42-12184,FALSE, clueweb09-en0007-12-25158,FALSE, clueweb09-en0002-11-17355,TRUE, clueweb09-en0002-16-03495,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,33SA9F9TR2ABP0JP6RPO7KV7TIMWEN,A3P57IUDHUKNCE,106000, what can oscar fish eat, trying to find a better diet, Pets, clueweb09-en0004-55-15066,FALSE, clueweb09-en0004-83-00413,TRUE, clueweb09-en0004-83-00411,FALSE, clueweb09-en0000-65-19696,FALSE, clueweb09-en0008-50-05581,FALSE, clueweb09-en0008-50-05614,FALSE, clueweb09-en0000-65-19693,FALSE, clueweb09-en0002-80-36100,FALSE, clueweb09-en0007-49-09489,FALSE, clueweb09-en0010-24-25981,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,3MRNMEIQWAMQM0TQ6I72SRW6VZILDR,AXEZ31YCS9PJA,52000, ELECTION STATUS, WHAT WILL THE POLITICAL PARTY IS HAVING MORE CHANCE TO WIN IN WEST BENGAL, Politics, clueweb09-en0008-25-07586,FALSE, clueweb09-en0009-67-12290,TRUE, clueweb09-en0004-81-38855,FALSE, clueweb09-en0003-81-09483,FALSE, clueweb09-en0008-21-15108,FALSE, clueweb09-en0002-77-23767,FALSE, clueweb09-enwp01-46-16748,FALSE, clueweb09-en0008-03-03446,FALSE, clueweb09-en0007-37-27022,FALSE, clueweb09-enwp01-19-08915,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,37TD41K0AMP3LLI2QV9SK7SJ2TECSW,A2DCY0ANVT2BAW,163000, How do I know if he is cheating?," How to recognize if a guy is cheating. Behaviors of a cheating mate.How to know if he is lying to me about seeing someone else.", Relationships, clueweb09-en0004-83-00220,FALSE, clueweb09-en0005-23-12442,FALSE, clueweb09-en0004-69-17658,FALSE, clueweb09-en0005-68-09406,FALSE, clueweb09-en0004-69-17660,FALSE, clueweb09-en0005-93-06241,TRUE, clueweb09-en0010-00-27988,FALSE, clueweb09-en0000-76-20419,TRUE, clueweb09-en0004-70-11673,FALSE, clueweb09-en0001-84-06489,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,3NGI5ARFTYLMLQSCIHGE864HBCH1PG,A30US88GBGBG0V,36000, robinhood, trying to figure out what's going on with robinhood, Economy &amp; Finance, clueweb09-en0011-66-18322,FALSE, clueweb09-en0011-81-13452,FALSE, clueweb09-enwp02-01-05906,FALSE, clueweb09-enwp03-16-04142,FALSE, clueweb09-en0004-65-30156,FALSE, clueweb09-en0010-22-35747,FALSE, clueweb09-en0002-74-31737,FALSE, clueweb09-en0007-42-16929,FALSE, clueweb09-en0005-65-38249,FALSE, clueweb09-en0011-81-13456,TRUE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,39N5ACM9HJ34AVV7MUV7NCM09O39PV,A1MJVTR0PCKBWW,61000, how to do self repair, needed to find how to fix household problems without having to call someone in, Home, clueweb09-en0007-23-30768,FALSE, clueweb09-en0007-23-30777,FALSE, clueweb09-en0006-96-03145,FALSE, clueweb09-en0005-55-08828,FALSE, clueweb09-en0004-17-05522,FALSE, clueweb09-en0003-74-02039,FALSE, clueweb09-en0009-13-17648,FALSE, clueweb09-en0006-96-03169,FALSE, clueweb09-en0005-66-13315,FALSE, clueweb09-en0004-68-07461,FALSE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,32EYX73OY5PN60ZPXXUNO39TNR2UR0,A3TM7FM3P1VNGC,747000, What is Bitcoin?, To find out what Bitcoin is: How is it produced (mined)? How is it relevant and why is there so much interest in it (as an asset)? Should I - and how would I - go about obtaining and holding Bitcoin?, Technology, clueweb09-en0001-74-32082,FALSE, clueweb09-en0007-69-33549,FALSE, clueweb09-en0001-89-23996,FALSE, clueweb09-en0001-89-23607,FALSE, clueweb09-en0007-24-34038,FALSE, clueweb09-en0007-24-34037,FALSE, clueweb09-en0007-89-01245,FALSE, clueweb09-en0007-89-01241,FALSE, clueweb09-en0011-88-21459,FALSE, clueweb09-en0011-88-21048,FALSE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,33LK57MYLYLGTETCI9T0V5T4BB0SZB,AQ5H9HKYEGCXA,881000, best trending clothes, best trending styles in budget, Style, clueweb09-en0011-31-26349,FALSE, clueweb09-en0003-11-16553,TRUE, clueweb09-en0000-63-07091,FALSE, clueweb09-en0003-05-13220,FALSE, clueweb09-en0008-95-37910,FALSE, clueweb09-en0010-62-17301,FALSE, clueweb09-en0003-76-20595,TRUE, clueweb09-en0003-76-20597,FALSE, clueweb09-en0006-14-36148,FALSE, clueweb09-en0003-05-12954,FALSE
38LRF35D6PCS0EGTW5NQILAQH0MU3Q,354GIDR5ZGMJQK3A5DXOF0KZYC1007,A1YSJ6A0HH6GRG,185000, Education for youth and adults, The importance of young people and adults completing their studies, Education, clueweb09-en0003-75-15601,FALSE, clueweb09-en0006-18-14072,TRUE, clueweb09-en0002-88-20592,TRUE, clueweb09-en0004-79-12849,FALSE, clueweb09-en0004-05-03184,FALSE, clueweb09-en0000-11-17327,FALSE, clueweb09-en0002-58-20607,FALSE, clueweb09-en0002-88-21023,FALSE, clueweb09-en0000-64-01995,FALSE, clueweb09-en0001-10-31887,FALSE
33KMQD9OGNU83M5KL9X5LA8MERB776,3EQHHY4HQX8FWV0WGLS3HN36M1Y5GX,A3FLBC6LC5GJ3W,111000, Pizza," Pizza recipes, places to eat pizza.", Food &amp; Drink, clueweb09-en0010-55-00035,FALSE, clueweb09-en0011-36-18021,TRUE, clueweb09-en0011-13-02395,TRUE, clueweb09-en0006-53-27612,TRUE, clueweb09-en0008-02-13961,FALSE, clueweb09-en0005-29-21312,FALSE, clueweb09-en0007-33-32876,FALSE, clueweb09-en0009-35-23683,FALSE, clueweb09-en0000-21-12056,FALSE, clueweb09-en0000-21-18274,FALSE
33KMQD9OGNU83M5KL9X5LA8MERB776,326O153BMNECGUJYPWKYFW6MM2GEDW,A3P57IUDHUKNCE,237000, french bulldogs, the prices of them and size, Pets, clueweb09-en0004-23-10958,FALSE, clueweb09-en0004-18-03943,TRUE, clueweb09-en0005-16-03483,FALSE, clueweb09-en0002-90-06714,FALSE, clueweb09-en0005-16-03484,FALSE, clueweb09-en0008-88-15860,FALSE, clueweb09-en0010-84-36349,FALSE, clueweb09-en0002-72-15509,FALSE, clueweb09-en0008-88-15862,FALSE, clueweb09-en0008-58-35142,TRUE
33KMQD9OGNU83M5KL9X5LA8MERB776,3QL2OFSM9BY658QXIZS6LDIDFU6CNK,AXEZ31YCS9PJA,49000, PER SHOP, WANTED TO BUY NEW PET THAT THE REASON LOOKING FOR PET SOP, Pets, clueweb09-en0002-85-01846,FALSE, clueweb09-en0011-07-23013,TRUE, clueweb09-en0002-85-04314,FALSE, clueweb09-en0011-07-23011,TRUE, clueweb09-en0005-66-16546,FALSE, clueweb09-en0005-66-16534,FALSE, clueweb09-en0002-26-01034,FALSE, clueweb09-en0002-64-07840,FALSE, clueweb09-en0005-54-21818,FALSE, clueweb09-en0003-83-25000,FALSE
33KMQD9OGNU83M5KL9X5LA8MERB776,3LO69W1SU8TTYK3H888AYCZ38RYLG1,A1MJVTR0PCKBWW,100000, places open for travel, finding travel locations open during the shutdowns, Travel, clueweb09-en0006-36-28637,FALSE, clueweb09-en0005-02-30111,FALSE, clueweb09-en0009-34-26463,FALSE, clueweb09-en0011-99-22104,FALSE, clueweb09-en0007-08-36697,FALSE, clueweb09-en0009-54-32474,FALSE, clueweb09-en0000-34-19917,FALSE, clueweb09-en0010-98-24312,FALSE, clueweb09-en0008-62-01839,FALSE, clueweb09-en0001-68-08380,FALSE
33KMQD9OGNU83M5KL9X5LA8MERB776,3HHRAGRYXDLMPVJ67UISYCHAZJ99OG,A2DCY0ANVT2BAW,85000, How to put on eyeliner," I would like tips or a tutorial on how to put on eyeliner. If it is a web page, I would want to see pictures.", Style, clueweb09-en0010-07-37324,FALSE, clueweb09-en0005-25-01970,TRUE, clueweb09-en0007-95-14769,TRUE, clueweb09-en0000-02-14947,FALSE, clueweb09-en0011-84-22410,TRUE, clueweb09-en0000-50-08079,FALSE, clueweb09-en0006-15-35665,TRUE, clueweb09-en0002-81-14007,FALSE, clueweb09-en0007-90-26690,FALSE, clueweb09-en0004-57-38212,TRUE
33KMQD9OGNU83M5KL9X5LA8MERB776,3JBT3HLQFDIJGMDKQSP600OTORTPZS,AQ5H9HKYEGCXA,659000, best places to visit in India, best tourist places to visit in India, Travel, clueweb09-en0008-64-25883,FALSE, clueweb09-en0005-21-01088,FALSE, clueweb09-en0002-97-17646,FALSE, clueweb09-en0011-47-29910,FALSE, clueweb09-en0011-57-08655,FALSE, clueweb09-en0007-18-21587,FALSE, clueweb09-en0009-25-34720,FALSE, clueweb09-en0004-76-19569,FALSE, clueweb09-en0007-59-17351,FALSE, clueweb09-en0005-79-27668,TRUE
33KMQD9OGNU83M5KL9X5LA8MERB776,32KTQ2V7RIVYPSYUUE3F68S54JWM9G,A2O9XAEHWM5KYO,218000, FOOTBALL," this research can find several options, regarding football", Sports, clueweb09-en0009-14-12728,FALSE, clueweb09-en0009-14-12729,FALSE, clueweb09-en0007-40-08893,FALSE, clueweb09-en0010-47-36873,FALSE, clueweb09-en0010-05-06088,TRUE, clueweb09-en0007-40-08891,FALSE, clueweb09-en0009-63-13056,FALSE, clueweb09-en0010-47-36779,FALSE, clueweb09-en0010-04-30616,FALSE, clueweb09-en0006-04-44576,TRUE
33KMQD9OGNU83M5KL9X5LA8MERB776,3H7XDTSHKH799EFGCMFC7NGJ6Y6GWT,A1ZDR2UN7M92LI,72000, Cat harness, I was hoping to find a car harness. I'm trying to walk my cat., Shopping, clueweb09-en0011-78-06922,FALSE, clueweb09-en0005-84-19145,FALSE, clueweb09-en0004-31-10842,FALSE, clueweb09-en0011-55-21426,FALSE, clueweb09-en0010-34-13430,FALSE, clueweb09-en0010-68-14338,TRUE, clueweb09-en0001-86-16439,FALSE, clueweb09-en0005-42-26823,FALSE, clueweb09-en0001-63-12549,FALSE, clueweb09-en0011-36-04782,TRUE
33KMQD9OGNU83M5KL9X5LA8MERB776,3RANCT1ZVKX0QTI0108XOO4P56ABUH,A2LSYIW9I5K4JE,189000, How do you join yarn in a knitting project?, Different ways to join new yarn into your project when the skein ends or there's a knot., Crafts &amp; Hobbies, clueweb09-en0007-93-38265,FALSE, clueweb09-en0000-02-18441,TRUE, clueweb09-en0004-84-36763,TRUE, clueweb09-en0004-84-36972,TRUE, clueweb09-en0005-51-19709,FALSE, clueweb09-en0008-98-20293,TRUE, clueweb09-en0010-21-04316,FALSE, clueweb09-en0008-56-05621,TRUE, clueweb09-en0009-05-00225,TRUE, clueweb09-en0007-58-03162,TRUE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3SPJ033426JNPL0HZTI3PXTF9YIYJ9,AXEZ31YCS9PJA,31000, BEST DRINK, WHAT IS THE BEST DRINK NOW HS COME UP, Food &amp; Drink, clueweb09-en0004-52-17927,FALSE, clueweb09-en0004-52-17930,TRUE, clueweb09-en0008-93-19146,FALSE, clueweb09-en0005-40-22189,FALSE, clueweb09-en0004-19-11212,FALSE, clueweb09-en0010-85-25300,FALSE, clueweb09-en0006-94-06270,FALSE, clueweb09-en0009-62-03978,FALSE, clueweb09-en0009-62-03977,FALSE, clueweb09-en0004-39-36325,TRUE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3483FV8BEJZL05S3MPHJ7PN58D462V,A3FLBC6LC5GJ3W,108000, Online games, Online games to play with friends, Recreation, clueweb09-en0002-87-00544,FALSE, clueweb09-en0001-84-25888,TRUE, clueweb09-en0002-87-31035,FALSE, clueweb09-en0005-27-04496,FALSE, clueweb09-en0001-84-25889,FALSE, clueweb09-en0007-70-14945,TRUE, clueweb09-en0009-55-26249,TRUE, clueweb09-en0010-11-34419,FALSE, clueweb09-en0009-55-26289,FALSE, clueweb09-en0010-56-01289,TRUE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3I02618YA5M2UNJAK5QYJ89EM9EPU3,A30US88GBGBG0V,84000, netflix shows, I was tryin to find what wer the most popular netflix shows that were coming out., Entertainment, clueweb09-en0009-38-24491,FALSE, clueweb09-en0005-27-29804,FALSE, clueweb09-en0006-87-23891,FALSE, clueweb09-en0002-68-25002,FALSE, clueweb09-en0002-51-09957,FALSE, clueweb09-en0001-18-01420,FALSE, clueweb09-en0011-17-07752,FALSE, clueweb09-en0010-44-01459,FALSE, clueweb09-en0001-98-05948,TRUE, clueweb09-en0002-04-24257,FALSE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3HSYG7LRBOENG0HIDZHOH4EHQ8BKK1,A1MJVTR0PCKBWW,54000, movies coming out soon, what movies are out now or will be coming out, Entertainment, clueweb09-en0002-71-23483,FALSE, clueweb09-en0011-43-13017,FALSE, clueweb09-en0001-81-32981,FALSE, clueweb09-en0006-08-31325,FALSE, clueweb09-en0006-08-31326,FALSE, clueweb09-en0005-73-38849,FALSE, clueweb09-en0011-43-12911,FALSE, clueweb09-en0003-93-02523,FALSE, clueweb09-en0011-03-29074,FALSE, clueweb09-en0002-22-07820,FALSE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3MD9PLUKKNUJD117ADCEWBJYOCSNZU,AQ5H9HKYEGCXA,277000, best bible commentaries, Best bible commentaries help to improve spirituality, Spirituality, clueweb09-en0005-58-13335,FALSE, clueweb09-en0009-92-42665,FALSE, clueweb09-en0009-34-22672,FALSE, clueweb09-enwp00-52-12041,FALSE, clueweb09-en0009-16-31887,FALSE, clueweb09-en0009-16-31965,FALSE, clueweb09-en0008-72-03261,FALSE, clueweb09-enwp01-15-06581,FALSE, clueweb09-en0009-95-01836,FALSE, clueweb09-en0009-95-01834,TRUE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,336KAV9KYV8NJP29S8CBQG7Y7NZ2YT,A1HID0W463XU7S,60000, Manchester United, Upcoming matches and latest transfer news, Sports, clueweb09-enwp03-07-01573,FALSE, clueweb09-en0006-10-09132,FALSE, clueweb09-en0004-31-15678,FALSE, clueweb09-en0009-36-32182,FALSE, clueweb09-en0006-51-10271,FALSE, clueweb09-en0007-89-22481,FALSE, clueweb09-en0007-89-22476,FALSE, clueweb09-en0000-12-18376,TRUE, clueweb09-enwp01-08-22798,FALSE, clueweb09-en0003-42-07153,FALSE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3II4UPYCOON1DX93YNFY9DV0559DQC,A1ZDR2UN7M92LI,161000, Theanine anxiety, I was looking a theanine to see what it can find. I was looking for actual products to buy., Health &amp; Wellness, clueweb09-en0009-81-20172,FALSE, clueweb09-en0001-43-01352,FALSE, clueweb09-en0005-19-00748,FALSE, clueweb09-en0008-54-00603,FALSE, clueweb09-en0000-87-00789,FALSE, clueweb09-en0003-24-12982,FALSE, clueweb09-en0011-01-12710,TRUE, clueweb09-en0010-40-18799,FALSE, clueweb09-en0004-44-18848,FALSE, clueweb09-en0004-44-18860,TRUE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,36W0OB37H1UR35FW7FH1RRM220PZH3,A2AWFOKTLG3N2D,36000, best places to shop, where is the best place to shop in Los Angeles, Shopping, clueweb09-en0005-50-20760,FALSE, clueweb09-en0008-50-23685,TRUE, clueweb09-enwp00-83-13109,TRUE, clueweb09-en0000-72-22084,FALSE, clueweb09-en0001-68-25080,FALSE, clueweb09-en0008-64-33174,FALSE, clueweb09-en0008-64-33194,FALSE, clueweb09-en0009-77-28649,FALSE, clueweb09-en0005-50-20757,FALSE, clueweb09-en0002-13-03102,FALSE
3XDJY5RK6W1DIAZXWJS9SQ2WV0IU4B,3T3IWE1XGB38UM50KDFDEHDM8S9QTM,A3Q9ZMD9JLMSWE,148000, sports," i can be like sports more , because i want to search", Entertainment, clueweb09-en0009-98-00522,FALSE, clueweb09-en0002-81-30101,FALSE, clueweb09-en0002-91-15317,FALSE, clueweb09-en0002-18-18408,FALSE, clueweb09-en0002-77-07269,FALSE, clueweb09-en0002-81-29807,FALSE, clueweb09-en0002-33-07332,FALSE, clueweb09-en0002-91-07582,FALSE, clueweb09-en0002-18-18407,FALSE, clueweb09-en0009-21-22614,TRUE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,3DIP6YHAPH80ZZN78O9IT4SLBBKE8R,AXEZ31YCS9PJA,67000, NEW UPCOMING MOVIE, NEW MOVIE IN 2021 BEST CONCEQUENCE THRILLING, Entertainment, clueweb09-en0002-50-10738,FALSE, clueweb09-en0001-62-12880,TRUE, clueweb09-en0008-98-28362,TRUE, clueweb09-en0003-56-23121,FALSE, clueweb09-en0004-82-27291,FALSE, clueweb09-en0008-16-07693,FALSE, clueweb09-en0011-95-07294,FALSE, clueweb09-en0000-43-17893,FALSE, clueweb09-en0007-79-18185,FALSE, clueweb09-en0006-76-20823,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,36W0OB37H1UR35FW7FH1RRM220IZHW,A1MJVTR0PCKBWW,82000, things to do during covid, activities that are still functional in the current crisis, Recreation, clueweb09-en0006-70-22425,FALSE, clueweb09-en0010-58-14431,FALSE, clueweb09-en0009-25-02997,FALSE, clueweb09-en0006-15-18544,FALSE, clueweb09-en0003-41-13995,FALSE, clueweb09-en0001-86-13461,FALSE, clueweb09-en0006-70-22170,FALSE, clueweb09-en0008-23-02386,FALSE, clueweb09-en0004-93-04977,FALSE, clueweb09-en0007-70-33766,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,3IQ1VMJRYY0XNRP5XBDAXHX5A249AG,APF4DODEF8HBC,197000, Virat or Rohit who is best?, A comparison between virat and rohit, Sports, clueweb09-en0001-10-04562,FALSE, clueweb09-en0000-22-32661,TRUE, clueweb09-en0000-75-34308,TRUE, clueweb09-en0000-17-29451,FALSE, clueweb09-en0002-99-04247,FALSE, clueweb09-en0006-13-09202,FALSE, clueweb09-enwp01-97-16015,FALSE, clueweb09-en0000-24-25025,FALSE, clueweb09-en0000-77-33876,FALSE, clueweb09-en0000-22-32654,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,30LB5CDZNHQGS59097AGLZNLGJHZ0V,A1HID0W463XU7S,78000, Eminem new album, About the news related to upcoming eminem projects, Entertainment, clueweb09-en0006-22-05116,FALSE, clueweb09-en0006-22-03089,TRUE, clueweb09-en0002-29-20387,TRUE, clueweb09-en0000-91-00030,FALSE, clueweb09-en0007-05-04207,TRUE, clueweb09-enwp03-24-01551,FALSE, clueweb09-enwp01-64-05516,FALSE, clueweb09-en0010-76-14354,FALSE, clueweb09-en0007-07-35453,FALSE, clueweb09-en0003-70-14050,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,34S9DKFK785J8BR2ERAVI4AWIIONY3,AQ5H9HKYEGCXA,209000, best furniture online, best furniture to home decoration, Home, clueweb09-en0009-99-40850,FALSE, clueweb09-en0001-16-27951,TRUE, clueweb09-en0002-40-29350,FALSE, clueweb09-en0010-56-01288,FALSE, clueweb09-en0003-05-11964,FALSE, clueweb09-en0004-36-27769,FALSE, clueweb09-en0005-27-18533,FALSE, clueweb09-en0008-81-12778,FALSE, clueweb09-en0005-19-13948,FALSE, clueweb09-en0009-65-12185,TRUE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,33JKGHPFYHAJEU2OVOMKO9NP98BMND,A3FLBC6LC5GJ3W,71000, Monaco trip," Affordable Monaco trip, flight tickets, best hotels, things to do in Monaco.", Travel, clueweb09-en0003-88-00935,FALSE, clueweb09-en0005-78-28041,TRUE, clueweb09-en0002-84-25430,FALSE, clueweb09-en0004-66-07706,FALSE, clueweb09-en0008-13-01308,FALSE, clueweb09-en0006-51-36379,TRUE, clueweb09-en0006-51-36374,TRUE, clueweb09-en0008-85-12450,FALSE, clueweb09-en0006-39-13422,FALSE, clueweb09-en0003-76-30002,TRUE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,320DUZ38GC2N3UFH5NWXIXMB42UGJV,A8JTK1LPYSPQ8,193000, pocket sized bullies, The query intended to find the different types of breeds of bulldogs are associated with., Pets, clueweb09-en0011-40-08653,FALSE, clueweb09-en0006-14-18221,FALSE, clueweb09-en0008-03-02442,FALSE, clueweb09-en0011-79-38099,FALSE, clueweb09-en0001-74-26683,FALSE, clueweb09-en0009-39-21776,FALSE, clueweb09-en0005-40-34696,FALSE, clueweb09-en0005-96-36690,FALSE, clueweb09-en0011-26-38708,FALSE, clueweb09-en0009-77-20581,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,3KB8R4ZV1JNHLBH5HVJGK93YWXNGBC,A21K56GRLWNSOV,82000, El Salvador, Relative information regarding news on the upcoming legislative election this month., Education, clueweb09-en0001-76-10429,FALSE, clueweb09-en0001-55-19197,FALSE, clueweb09-en0008-23-02141,FALSE, clueweb09-en0003-42-28402,FALSE, clueweb09-en0003-91-01556,FALSE, clueweb09-en0001-55-19200,TRUE, clueweb09-en0011-08-13032,FALSE, clueweb09-en0008-23-04989,FALSE, clueweb09-en0009-47-19446,FALSE, clueweb09-en0008-28-08206,FALSE
3QE4DGPGCVRUDSY2CE3SOB15MS44GM,3NVC2EB65VFC47YSW8QG9QCQD13Y34,A2AWFOKTLG3N2D,62000, nba trades, what are the biggest NBA trades, Sports, clueweb09-en0010-31-23394,FALSE, clueweb09-en0005-05-06902,FALSE, clueweb09-en0011-00-06616,FALSE, clueweb09-en0011-63-14338,FALSE, clueweb09-enwp01-17-04515,TRUE, clueweb09-en0009-32-24031,FALSE, clueweb09-en0009-04-10627,FALSE, clueweb09-en0009-45-19757,FALSE, clueweb09-en0010-18-26284,FALSE, clueweb09-enwp00-57-08547,FALSE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,3BDCF01OG2ATKBOH2EUG5C67DNNLYY,A1MJVTR0PCKBWW,74000, craft store, I wanted nearby craft store locations, Crafts &amp; Hobbies, clueweb09-en0002-15-15759,FALSE, clueweb09-en0005-56-06501,FALSE, clueweb09-en0011-51-35432,FALSE, clueweb09-en0002-62-21219,FALSE, clueweb09-en0002-86-13659,FALSE, clueweb09-en0009-61-33039,FALSE, clueweb09-en0003-86-05349,FALSE, clueweb09-en0003-93-19918,FALSE, clueweb09-en0004-12-21350,FALSE, clueweb09-en0002-86-13660,FALSE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,3AAPLD8UCHXVHT6X1NSJ53LLH4WTHA,AXEZ31YCS9PJA,62000, BEST GADGETS, I GOT SOME WEBSITE TO PURCHASE GADGETS, Technology, clueweb09-en0002-72-13348,FALSE, clueweb09-en0008-21-38433,FALSE, clueweb09-en0006-74-30734,FALSE, clueweb09-en0005-71-41667,FALSE, clueweb09-en0007-28-04786,FALSE, clueweb09-en0007-28-04784,FALSE, clueweb09-en0005-19-10005,FALSE, clueweb09-en0002-03-32597,FALSE, clueweb09-en0001-75-14702,FALSE, clueweb09-en0009-39-21019,TRUE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,3QRYMNZ7F3XNRPS84LNWANIH3G5NTD,A14N7TK3CEQVAE,139000, catholic," Spirituality catholichistory catholiclegacy catholic", Spirituality, clueweb09-en0006-05-21875,FALSE, clueweb09-en0003-09-06605,FALSE, clueweb09-en0006-05-21873,FALSE, clueweb09-en0003-13-15009,FALSE, clueweb09-en0006-08-28099,FALSE, clueweb09-en0006-88-37890,TRUE, clueweb09-en0003-29-29699,FALSE, clueweb09-en0003-15-01060,FALSE, clueweb09-en0009-44-25737,FALSE, clueweb09-en0000-29-25062,FALSE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,32N49TQG3LYVKY280CI6PZM21UNAVX,AKNU5D6QK7M72,58000, embroiderry, embroidery course, Crafts &amp; Hobbies, clueweb09-en0010-24-04614,FALSE, clueweb09-en0003-82-25965,TRUE, clueweb09-en0006-35-26241,FALSE, clueweb09-en0001-43-29226,FALSE, clueweb09-en0000-55-12825,FALSE,null,FALSE,null,FALSE,null,FALSE,null,FALSE,null,TRUE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,3QAVNHZ3ERKSOTQEM8G02QO0AWLLAP,AXID3RPK6NZT6,67000, Dog worming, Information about worming dogs and possibly medication related to that., Pets, clueweb09-en0011-33-02852,FALSE, clueweb09-en0011-68-34658,FALSE, clueweb09-en0011-78-07218,TRUE, clueweb09-en0011-91-22655,TRUE, clueweb09-en0005-33-34061,TRUE, clueweb09-en0001-84-01522,FALSE, clueweb09-en0008-42-32820,FALSE, clueweb09-en0011-13-06801,FALSE, clueweb09-en0011-68-34659,FALSE, clueweb09-en0008-71-14059,TRUE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,3PJ71Z61R9I1T3C51SKHMG4268Z91T,APF4DODEF8HBC,65000, How BJP keep on winning?, The winning statistics of BJP, Politics, clueweb09-en0010-45-00863,FALSE, clueweb09-en0005-64-13837,TRUE, clueweb09-en0000-38-11252,FALSE, clueweb09-en0002-96-15861,FALSE, clueweb09-en0010-84-30786,FALSE, clueweb09-en0004-76-09548,FALSE, clueweb09-en0009-48-29690,FALSE, clueweb09-en0010-02-21970,FALSE, clueweb09-en0010-02-21973,FALSE, clueweb09-en0006-24-14834,TRUE
3ABAOCJ4SCK1U7HMLE804JM7E6XMQT,37QW5D2ZRL219ISP9JTNILW0C2TS86,AQ5H9HKYEGCXA,170000, What is the best university in my locality for post graduation," best university in Hyderabad , India, Andhra pradesh, to complete Post graduation", Education, clueweb09-en0001-12-19752,FALSE, clueweb09-en0003-34-17977,FALSE, clueweb09-en0009-81-30064,FALSE, clueweb09-en0003-87-06708,FALSE, clueweb09-en0001-48-19906,FALSE, clueweb09-en0003-87-01798,FALSE, clueweb09-en0009-58-21400,FALSE, clueweb09-en0000-77-33217,FALSE, clueweb09-en0003-81-10527,FALSE, clueweb09-en0007-81-23590,TRUE
